Code,Name,Purpose,content,status
E1202,Polyvinylpolypyrrolidone,stabiliser,"Polyvinylpolypyrrolidone (polyvinyl polypyrrolidone, PVPP, crospovidone, crospolividone, or E1202) is a highly cross-linked modification of polyvinylpyrrolidone (PVP).
The cross-linked form of PVP is used as a disintegrant (see also excipients) in pharmaceutical tablets. PVPP is a highly cross-linked version of PVP, making it insoluble in water, though it still absorbs water and swells very rapidly generating a swelling force. This property makes it useful as a disintegrant in tablets.
PVPP can be used as a drug, taken as a tablet or suspension to absorb compounds (so-called endotoxins) that cause diarrhea. (Cf. bone char, charcoal.)
It is also used as a fining to extract impurities (via agglomeration followed by filtration). It is used in winemaking. Using the same principle it is used to remove polyphenols in beer production and thus clear beers with stable foam are produced. One such commercial product is called Polyclar. PVPP forms bonds similar to peptidic bonds in protein (especially, like proline residues) and that is why it can precipitate tannins the same way as proteins do.PVPP has E number code E1202 and is used as a stabiliser.",Approved in the EU
E1203,Polyvinyl alcohol,Not Available,"Poly(vinyl alcohol) (PVOH, PVA, or PVAl) is a water-soluble synthetic polymer. It has the idealized formula [CH2CH(OH)]n. It is used in papermaking, textile warp sizing, as a thickener and emulsion stabilizer in polyvinyl acetate (PVAc) adhesive formulations, in a variety of coatings, and 3D printing. It is colourless (white) and odorless. It is commonly supplied as beads or as solutions in water. Without an externally added crosslinking agent, PVA solution can be gelled through repeated freezing-thawing, yielding highly strong, ultrapure, biocompatible hydrogels which have been used for a variety of applications such as vascular stents, cartilages, contact lenses, etc.",Approved in 2010[27]
E1204,Pullulan,Not Available,"Pullulan is a polysaccharide polymer consisting of maltotriose units, also known as α-1,4- ;α-1,6-glucan'.  Three glucose units in maltotriose are connected by an α-1,4 glycosidic bond, whereas consecutive maltotriose units are connected to each other by an α-1,6 glycosidic bond. Pullulan is produced from starch by the fungus Aureobasidium pullulans. Pullulan is mainly used by the cell to resist desiccation and predation. The presence of this polysaccharide also facilitates diffusion of molecules both into and out of the cell.As an edible, mostly tasteless polymer, the chief commercial use of pullulan is in the manufacture of edible films that are used in various breath freshener or oral hygiene products such as Listerine Cool Mint of Johnson and Johnson (USA) and Meltz Super Thin Mints of Avery Bio-Tech Private Ltd. (India). Pullulan and HPMC can also be used as a vegetarian substitute for drug capsules, rather than gelatine. As a food additive, it is known by the E number E1204.
Pullulan has also be explored as natural polymeric biomaterials to fabricated injectable scaffold for bone tissue engineering, cartilage tissue engineering, and intervertebral disc regeneration.

",Approved in the EU
E1400,Dextrin,thickening agent,"Dextrins are a group of low-molecular-weight carbohydrates produced by the hydrolysis of starch and glycogen. Dextrins are mixtures of polymers of D-glucose units linked by α-(1→4) or α-(1→6) glycosidic bonds.
Dextrins can be produced from starch using enzymes like amylases, as during digestion in the human body and during malting and mashing in beer brewing or by applying dry heat under acidic conditions (pyrolysis or roasting). This procedure was first discovered in 1811 by Edme-Jean Baptiste Bouillon-Lagrange. The latter process is used industrially, and also occurs on the surface of bread during the baking process, contributing to flavor, color and crispness. Dextrins produced by heat are also known as pyrodextrins. Starch hydrolyses during roasting under acidic conditions, and short-chained starch parts partially rebranch with α-(1,6) bonds to the degraded starch molecule. See also Maillard reaction.
Dextrins are white, yellow, or brown powder that are partially or fully water-soluble, yielding optically active solutions of low viscosity. Most of them can be detected with iodine solution, giving a red coloration; one distinguishes erythrodextrin (dextrin that colours red) and achrodextrin (giving no colour).
White and yellow dextrins from starch roasted with little or no acid are called British gum.",No Status Available
E1401,Modified starch,thickening agent,"Modified starch, also called starch derivatives, are prepared by physically, enzymatically, or chemically treating native starch to change its properties. Modified starches are used in practically all starch applications, such as in food products as a thickening agent, stabilizer or emulsifier; in pharmaceuticals as a disintegrant; or as binder in coated paper. They are also used in many other applications.Starches are modified to enhance their performance in different applications. Starches may be modified to increase their stability against excessive heat, acid, shear, time, cooling, or freezing; to change their texture; to decrease or increase their viscosity; to lengthen or shorten gelatinization time; or to increase their visco-stability.

",No Status Available
E1402,Alkaline modified starch,thickening agent,No Information Available,No Status Available
E1403,Bleached starch,thickening agent,No Information Available,No Status Available
E1404,Oxidized starch,thickening agent,No Information Available,Approved in the EU
E1405,Enzyme treated starch,Not Available,No Information Available,No Status Available
E1410,Monostarch phosphate,thickening agent,"Monostarch phosphate, E1410 in the E number scheme of food additives, is a modified starches. These are not absorbed intact by the gut, but are significantly hydrolysed by intestinal enzymes and then fermented by intestinal microbiota.",Approved in the EU
E1411,Distarch glycerol,emulsifier,No Information Available,No Status Available
E1412,Distarch phosphate,thickening agent,"Hydroxypropyl distarch phosphate (HDP) is a modified resistant starch. It is currently used as a food additive (INS number 1442). It is approved for use in the European Union (listed as E1442), the United States, Australia, Taiwan, and New Zealand.",Approved in the EU
E1413,Phosphated distarch phosphate,thickening agent,"Hydroxypropyl distarch phosphate (HDP) is a modified resistant starch. It is currently used as a food additive (INS number 1442). It is approved for use in the European Union (listed as E1442), the United States, Australia, Taiwan, and New Zealand.",Approved in the EU
E1414,Acetylated distarch phosphate,thickening agent,"Acetylated distarch phosphate, E1414 in the E number scheme of food additives, is a modified starch. These are not absorbed intact by the gut, but are significantly hydrolysed by intestinal enzymes and then fermented by intestinal microbiota.

",Approved in the EU
E1420,stabiliser,thickening agent,"A stabiliser is an additive to food which helps to preserve its structure.  Typical uses include preventing oil-water emulsions from separating in products such as salad dressing; preventing ice crystals from forming in frozen food such as ice cream; and preventing fruit from settling in products such as jam, yogurt and jellies. Some of these food additives may promote the growth of specific microorganisms in the gastrointestinal tract that can ferment them. 
The following hydrocolloids are the most common ones used as stabilisers:
alginate
agar
carrageen
cellulose and cellulose derivatives
gelatin
guar gum
gum Arabic
locust bean gum
pectin
starch
xanthan gum

",Approved in the EU
E1421,stabiliser,thickening agent,"A stabiliser is an additive to food which helps to preserve its structure.  Typical uses include preventing oil-water emulsions from separating in products such as salad dressing; preventing ice crystals from forming in frozen food such as ice cream; and preventing fruit from settling in products such as jam, yogurt and jellies. Some of these food additives may promote the growth of specific microorganisms in the gastrointestinal tract that can ferment them. 
The following hydrocolloids are the most common ones used as stabilisers:
alginate
agar
carrageen
cellulose and cellulose derivatives
gelatin
guar gum
gum Arabic
locust bean gum
pectin
starch
xanthan gum

",No Status Available
E1422,Acetylated distarch adipate,thickening agent,"Acetylated distarch adipate (E1422) is a food additive of the thickening agent type, and more specifically a bulking agent. It is also used as a stabilizer. This is an additive belonging to the family of modified starches.
This is a starch that is treated with acetic anhydride and adipic acid anhydride to resist high temperatures.  
No acceptable daily intake for human consumption has been determined.

",Approved in the EU
E1423,Acetylated distarch glycerol,thickening agent,No Information Available,No Status Available
E1430,Distarch glycerine,thickening agent,No Information Available,No Status Available
E1440,Hydroxy propyl starch,thickening agent,No Information Available,Approved in the EU
E1441,Hydroxy propyl distarch glycerine,thickening agent,No Information Available,No Status Available
E1442,Hydroxy propyl distarch phosphate,thickening agent,"Hydroxypropyl distarch phosphate (HDP) is a modified resistant starch. It is currently used as a food additive (INS number 1442). It is approved for use in the European Union (listed as E1442), the United States, Australia, Taiwan, and New Zealand.",Approved in the EU
E1443,Hydroxy propyl distarch glycerol,Not Available,No Information Available,No Status Available
E1450,Starch sodium octenyl succinate,thickening agent,"Starch sodium octenyl succinate, E1450 in the E number scheme of food additives, is a modified starch. These are not absorbed intact by the gut, but are significantly hydrolysed by intestinal enzymes and then fermented by intestinal microbiota.",Approved in the EU
E1451,Acetylated oxidised starch,thickening agent,No Information Available,Approved in the EU
E1452,Starch aluminium octenyl succinate,Not Available,No Information Available,Approved in the EU
E1501,Benzylated hydrocarbons,Not Available,No Information Available,No Status Available
E1502,"Butane-1, 3-diol",Not Available,No Information Available,No Status Available
E1503,Castor oil,resolving agent,No Information Available,No Status Available
E1504,Ethyl acetate,flavour solvent,"Methyl acetate, also known as MeOAc, acetic acid methyl ester or methyl ethanoate, is a carboxylate ester with the formula CH3COOCH3. It is a flammable liquid with a characteristically pleasant smell reminiscent of some glues and nail polish removers.   Methyl acetate is occasionally used as a solvent, being weakly polar and lipophilic, but its close relative ethyl acetate is a more common solvent being less toxic and less soluble in water.   Methyl acetate has a solubility of 25% in water at room temperature.  At elevated temperature its solubility in water is much higher.  Methyl acetate is not stable in the presence of strong aqueous bases or aqueous acids. Methyl acetate is not considered a VOC in the USA.",No Status Available
E1505,Triethyl citrate,foam stabiliser,"Triethyl citrate is an ester of citric acid.  It is a colorless, odorless liquid used as a food additive, emulsifier and solvent (E number E1505) to stabilize foams, especially as whipping aid  for egg white. It is also used in pharmaceutical coatings and plastics.Triethyl citrate is also used as a plasticizer for polyvinyl chloride (PVC) and similar plastics.Triethyl citrate has been used as a pseudo-emulsifier in e-cigarette juices. It functions essentially like lecithin used in food products, but with the possibility of vaporization which lecithin does not have.",Approved in the EU
E1510,Ethanol,Not Available,No Information Available,No Status Available
E1516,Glyceryl monoacetate,flavour solvent,No Information Available,No Status Available
E1517,Glyceryl diacetate,flavour solvent,"Glyceryl diacetate is a food additive with the E number E1517.
This diglyceride is more generally known as diacetin. It is the diester of glycerol and acetylating agents, such as acetic acid and acetic anhydride. It is a colorless, viscous and odorless liquid with a high boiling point.  Glycerol diacetate is typically a mixture of two isomers, 1,2-glyceryl diacetate and 1,3-glyceryl diacetate.",No Status Available
E1518,Glyceryl triacetate,humectant and flavour solvent,"Triacetin is the organic compound with the formula C3H5(OCOCH3)3. It is classified as a triglyceride, i.e., the triester of glycerol. It is a colorless, viscous, and odorless liquid with a high boiling point and a low melting point. It has a mild, sweet taste in concentrations lower than 500 ppm, but may appear bitter at higher concentrations. It is one of the glycerine acetate compounds.",Approved in the EU
E1519,Benzyl alcohol,Not Available,"Benzyl alcohol (also known as α-Cresol) is an aromatic alcohol with the formula C6H5CH2OH. The benzyl group is often abbreviated ""Bn"" (not to be confused with ""Bz"" which is used for benzoyl), thus benzyl alcohol is denoted as BnOH.  Benzyl alcohol is a colorless liquid with a mild pleasant aromatic odor.  It is a useful as a solvent for its polarity, low toxicity, and low vapor pressure. Benzyl alcohol has moderate solubility in water (4 g/100 mL) and is miscible in alcohols and diethyl ether.  The anion produced by deprotonation of the alcohol group is known as benzylate or benzyloxide.

",No Status Available
E1520,Propylene glycol,humectant and flavour solvent,"Propylene glycol (IUPAC name: propane-1,2-diol) is a viscous, colorless liquid, which is nearly odorless but possesses a faintly sweet taste. Its chemical formula is CH3CH(OH)CH2OH. 
As it contains two alcohol groups, it is classed as a diol. It is miscible with a broad range of solvents, including water, acetone, and chloroform. In general, glycols are non-irritating and have very low volatility.It is produced on a large scale primarily for the production of polymers. In the European Union, it has E-number E1520 for food applications. For cosmetics and pharmacology, the number is E490. Propylene glycol is also present in propylene glycol alginate, which is known as E405. Propylene glycol is a compound which is GRAS (generally recognized as safe) by the US Food and Drug Administration under 21 CFR x184.1666, and is also approved by the FDA for certain uses as an indirect food additive. Propylene glycol is approved and used as a vehicle for topical, oral, and some intravenous pharmaceutical preparations in the U.S. and in Europe.",Approved in the EU
E1521,Polyethylene glycol,Not Available,"Polyethylene glycol (PEG; ) is a polyether compound derived from petroleum with many applications, from industrial manufacturing to medicine. PEG is also known as polyethylene oxide (PEO) or polyoxyethylene (POE), depending on its molecular weight. The structure of PEG is commonly expressed as H−(O−CH2−CH2)n−OH.

",Approved in 2010[27]
E1525,Hydroxyethyl cellulose,thickening agent,"Hydroxyethyl cellulose is a gelling and thickening agent derived from cellulose. It is widely used in cosmetics, cleaning solutions, and other household products.
Hydroxyethyl cellulose and methyl cellulose are frequently used with hydrophobic drugs in capsule formulations, to improve the drugs' dissolution in the gastrointestinal fluids. This process is known as hydrophilization.Hydroxyethyl cellulose is also used extensively in the oil and gas industry as a drilling mud additive under the name HEC as well in industrial applications, paint and coatings, ceramics, adhesives, emulsion polymerization, inks, construction, welding rods, pencils and joint fillers.
Hydroxyethyl cellulose can be one of the main ingredients in water-based personal lubricants. It is also a key ingredient in the formation of large bubbles as it possesses the ability to dissolve in water but also provide structural strength to the soap bubble. Among other similar chemicals, it is often used as slime (and gunge, in the UK).
Hydroxyethyl cellulose (HEC) is a commonly used thickener in paint & coating formulations. HEC thickeners are used in paint & coating formulations to increase the viscosity of the paint and to improve its flow and leveling properties.

",No Status Available
