Code,Name,Purpose,content,status
E310,Propyl gallate,antioxidant,"Propyl gallate, or propyl 3,4,5-trihydroxybenzoate is an ester formed by the condensation of gallic acid and propanol.  Since 1948, this antioxidant has been added to foods containing oils and fats to prevent oxidation.  As a food additive, it is used under the E number E310.",Approved in the EU
E311,Octyl gallate,antioxidant,"Octyl gallate is the ester of 1-octanol and gallic acid.  As a food additive, it is used under the E number E311 as an antioxidant and preservative.",Approved in the EU
E312,Dodecyl gallate,antioxidant,"Dodecyl gallate, or lauryl gallate, is the ester of dodecanol and gallic acid.  As a food additive it is used under the E number E312 as an antioxidant and preservative.",Approved in the EU
E313,Ethyl gallate,antioxidant,"Ethyl gallate is a food additive with E number E313.  It is the ethyl ester of gallic acid. Ethyl gallate is added to food as an antioxidant.
Though found naturally in a variety of plant sources including walnuts Terminalia myriocarpa or chebulic myrobolan (Terminalia chebula), ethyl gallate is produced from gallic acid and ethanol. It can be found in wine.",No Status Available
E314,Guaiac resin,antioxidant,"Gum guaicum, or guaiac resin, is a substance produced from the tree species Guaiacum officinale. It is registered as food additive: as a preservative under the E number E241, and as an antioxidant under E314.Guaiac resin is also used medically for the stool guaiac test.
Chemically, it is mixture of approximately 70% alpha- and beta-guaiaconic acids, 10% guaiaretic acid, 15% guaiac beta-resin, and small quantities of other chemical compounds such as guaiac yellow and vanillin.",No Status Available
E315,Erythorbic acid,antioxidant,"Erythorbic acid (isoascorbic acid, D-araboascorbic acid) is a stereoisomer of ascorbic acid (vitamin C). It is synthesized by a reaction between methyl 2-keto-D-gluconate and sodium methoxide. It can also be synthesized from sucrose or by strains of Penicillium that have been selected for this feature. It is denoted by E number E315, and is widely used as an antioxidant in processed foods.Clinical trials have been conducted to investigate aspects of the nutritional value of erythorbic acid. One such trial investigated the effects of erythorbic acid on vitamin C metabolism in young women; no effect on vitamin C uptake or clearance from the body was found. A later study found that erythorbic acid is a potent enhancer of nonheme-iron absorption.Since the U.S. Food and Drug Administration banned the use of sulfites as a preservative in foods intended to be eaten fresh (such as salad bar ingredients), the use of erythorbic acid as a food preservative has increased.
It is also used as a preservative in cured meats and frozen vegetables.It was first synthesized in 1933 by the German chemists Kurt Maurer and Bruno Schiedt.",Approved in the EU
E316,Sodium erythorbate,antioxidant,"Sodium erythorbate (C6H7NaO6) is a food additive used predominantly in meats, poultry, and soft drinks. Chemically, it is the sodium salt of erythorbic acid.  When used in processed meat such as hot dogs and beef sticks, it increases the rate at which nitrite reduces to nitric oxide, thus facilitating a faster cure and retaining the pink coloring. As an antioxidant structurally related to vitamin C, it helps improve flavor stability and prevents the formation of carcinogenic nitrosamines. When used as a food additive, its E number is E316. The use of erythorbic acid and sodium erythorbate as a food preservative has increased greatly since the U.S. Food and Drug Administration banned the use of sulfites as preservatives in foods intended to be eaten fresh (such as ingredients for fresh salads) and as food processors have responded to the fact that some people are allergic to sulfites. It can also be found in bologna, and is occasionally used in beverages, baked goods, and potato salad. Sodium erythorbate is produced from sugars derived from different sources, such as beets, sugarcane, and corn. Sodium erythorbate is usually produced via a fermentation process from D-glucose by Pseudomonas fluorescens bacteria. Most syntheses proceed through the 2-keto-D-gluconic acid intermediate. An urban myth claims that sodium erythorbate is made from ground earthworms; however, there is no truth to the myth.   It is thought that the origin of the legend comes from the similarity of the chemical name to the words earthworm and bait.Alternative applications include the development of additives that could be utilized as antioxidants in general. For instance, this substance has been implemented in the development of corrosion inhibitors for metals and it has been implemented in active packaging. Furthermore, sodium erythorbate's antioxidative properties have been shown to reduce the production thiobarbituric acid reactive substances (TBARS) in frozen meats, effectively increasing their shelf-life.Sodium erythorbate is soluble in water. The pH of the aqueous solution of the sodium salt is between 5 and 6. A 10% solution, made from commercial grade sodium erythorbate, may have a pH of 7.2 to 7.9. In its dry, crystalline state it is nonreactive. But, when in solution with water it readily reacts with atmospheric oxygen and other oxidizing agents, which makes it a valuable antioxidant.",Approved in the EU
E317,Erythorbin acid,antioxidant,"Erythorbic acid (isoascorbic acid, D-araboascorbic acid) is a stereoisomer of ascorbic acid (vitamin C). It is synthesized by a reaction between methyl 2-keto-D-gluconate and sodium methoxide. It can also be synthesized from sucrose or by strains of Penicillium that have been selected for this feature. It is denoted by E number E315, and is widely used as an antioxidant in processed foods.Clinical trials have been conducted to investigate aspects of the nutritional value of erythorbic acid. One such trial investigated the effects of erythorbic acid on vitamin C metabolism in young women; no effect on vitamin C uptake or clearance from the body was found. A later study found that erythorbic acid is a potent enhancer of nonheme-iron absorption.Since the U.S. Food and Drug Administration banned the use of sulfites as a preservative in foods intended to be eaten fresh (such as salad bar ingredients), the use of erythorbic acid as a food preservative has increased.
It is also used as a preservative in cured meats and frozen vegetables.It was first synthesized in 1933 by the German chemists Kurt Maurer and Bruno Schiedt.",No Status Available
E318,Sodium erythorbin,antioxidant,"Calcium erythorbate is a food additive. Chemically, it is the calcium salt of erythorbic acid, with the chemical formula Ca(C6H7O6)2. As an antioxidant structurally related to vitamin C, it helps improve flavor stability and prevents the formation of carcinogenic nitrosamines.",No Status Available
E319,tert-Butylhydroquinone,antioxidant,"tert-Butylhydroquinone (TBHQ, tertiary butylhydroquinone) is a synthetic aromatic organic compound which is a type of phenol. It is a derivative of hydroquinone, substituted with a tert-butyl group.

",Approved in the EU
E320,Butylated hydroxyanisole,antioxidant,"Butylated hydroxyanisole (BHA) is a synthetic, waxy, solid petrochemical. Its antioxidant properties have caused it to be widely used as a preservative in food, food packaging, animal feed, cosmetics, pharmaceuticals, rubber, and petroleum products. BHA has been used in food since around 1947.",Approved in the EU
E321,Butylated hydroxytoluene,antioxidant,"Butylated hydroxytoluene (BHT), also known as dibutylhydroxytoluene, is a lipophilic organic compound, chemically a derivative of phenol, that is useful for its antioxidant properties. BHT is widely used to prevent free radical-mediated oxidation in fluids (e.g. fuels, oils) and other materials, and the regulations overseen by the U.S. F.D.A.—which considers BHT to be ""generally recognized as safe""—allow small amounts to be added to foods. Despite this, and the earlier determination by the National Cancer Institute that BHT was noncarcinogenic in an animal model, societal concerns over its broad use have been expressed. BHT has also been postulated as an antiviral drug, but as of December 2022, use of BHT as a drug is not supported by the scientific literature and it has not been approved by any drug regulatory agency for use as an antiviral.

",Approved in the EU
E322,Lecithin,emulsifier,"Lecithin ( LESS-ith-in; from the Ancient Greek λέκιθος lékithos ""yolk"") is a generic term to designate any group of yellow-brownish fatty substances occurring in animal and plant tissues which are amphiphilic – they attract both water and fatty substances (and so are both hydrophilic and lipophilic), and are used for smoothing food textures, emulsifying, homogenizing liquid mixtures, and repelling sticking materials.Lecithins are mixtures of glycerophospholipids including phosphatidylcholine, phosphatidylethanolamine, phosphatidylinositol, phosphatidylserine, and phosphatidic acid.Lecithin was first isolated in 1845 by the French chemist and pharmacist Théodore Gobley. In 1850, he named the phosphatidylcholine lécithine. Gobley originally isolated lecithin from egg yolk and established the complete chemical formula of phosphatidylcholine in 1874; in between, he demonstrated the presence of lecithin in a variety of biological materials, including venous blood, human lungs, bile, roe, and brains of humans, sheep and chicken.
Lecithin can easily be extracted chemically using solvents such as hexane, ethanol, acetone, petroleum ether or benzene; or extraction can be done mechanically. Common sources include egg yolk, marine foods, soybeans, milk, rapeseed, cottonseed, and sunflower oil. It has low solubility in water, but is an excellent emulsifier. In aqueous solution, its phospholipids can form either liposomes, bilayer sheets, micelles, or lamellar structures, depending on hydration and temperature. This results in a type of surfactant that usually is classified as amphipathic. Lecithin is sold as a food additive and dietary supplement. In cooking, it is sometimes used as an emulsifier and to prevent sticking, for example in non-stick cooking spray.

",Approved in the EU
E323,Anoxomer,antioxidant,"Anoxomer is a food additive with E number E323.  It is a non-digestible polymeric antioxidant.  It was designed to allow the introduction of established antioxidants in a non-absorbable manner in order to avoid potential health risk associated with their digestion.Anoxomer is prepared by condensation polymerization of divinylbenzene and a mixture of antioxidant monomers including tert-butylhydroquinone, tert-butylphenol, hydroxyanisole, p-cresol and 4,4'-isopropylidenediphenol.",No Status Available
E324,Ethoxyquin,antioxidant,"Ethoxyquin (EMQ) is a quinoline-based antioxidant used as a food preservative in certain countries and originally to control scald on pears after harvest (under commercial names such as ""Stop-Scald""). It is used as a preservative in some pet foods to slow the development of rancidity of fats.  Ethoxyquin is also used in some spices to prevent color loss due to oxidation of the natural carotenoid pigments.",No Status Available
E325,Sodium lactate,acidity regulator,"Sodium lactate is the sodium salt of lactic acid, and has a mild saline taste. It is produced by fermentation of a sugar source, such as corn or beets, and then, by neutralizing the resulting lactic acid to create a compound having the formula NaC3H5O3.
Sodium lactate, in the form of Ringer's lactate solution, is used as a medication, and is included on the World Health Organization's List of Essential Medicines.

",Approved in the EU
E326,Potassium lactate,acidity regulator,"Potassium lactate is a compound with formula KC3H5O3, or H3C-CHOH-COOK. It is the potassium salt of lactic acid. It is produced by neutralizing lactic acid which is fermented from a sugar source.  It has E number ""E326"".  Potassium lactate is a liquid product that is usually 60% solids but is available at up to 78% solids.

",Approved in the EU
E327,Calcium lactate,acidity regulator,"Calcium lactate is a white crystalline salt with formula C6H10CaO6, consisting of two lactate anions H3C(CHOH)CO−2 for each calcium cation Ca2+.  It forms several hydrates, the most common being the pentahydrate C6H10CaO6·5H2O.
Calcium lactate is used in medicine, mainly to treat calcium deficiencies; and as a food additive with E number of E327.  Some cheese crystals consist of calcium lactate.",Approved in the EU
E328,Ammonium lactate,acidity regulator,"Ammonium lactate is a compound with formula NH4(C2H4(OH)COO). It is the ammonium salt of lactic acid. It has mild anti-bacterial properties.
It has E number ""E328"" and is the active ingredient of the skin lotions Amlactin and Lac-Hydrin.Ammonium lactate is the chemical combination of lactic acid and ammonium hydroxide. It is used as a skin moisturizer lotion to treat dry, scaly, itchy skin. Those who are using it should avoid exposure to sunlight or artificial UV rays, such as sunlamps or tanning beds. Ammonium lactate makes skin more sensitive to sunlight, and skin is more likely to sunburn.[1]
Ammonium lactate is sold as an over-the-counter medication Amlactin brand used for treating xerosis.",No Status Available
E329,Magnesium lactate,acidity regulator,"Magnesium lactate, the magnesium salt of lactic acid, is a mineral supplement to prevent and treat low amounts of magnesium in the blood.As a food additive, it is has the E number E329 and is used in food and beverages as an acidity regulator.",No Status Available
E330,Citric acid,"acid, acidity regulator",No Information Available,Approved in the EU
E331,Sodium citrates,acidity regulator,"Sodium nitrate is the chemical compound with the formula NaNO3. This alkali metal nitrate salt is also known as Chile saltpeter (large deposits of which were historically mined in Chile) to distinguish it from ordinary saltpeter, potassium nitrate. The mineral form is also known as nitratine, nitratite or soda niter.
Sodium nitrate is a white deliquescent solid very soluble in water. It is a readily available source of the nitrate anion (NO3−), which is useful in several reactions carried out on industrial scales for the production of fertilizers, pyrotechnics, smoke bombs and other explosives, glass and pottery enamels, food preservatives (esp. meats), and solid rocket propellant. It has been mined extensively for these purposes.

",Approved in the EU
E332,Potassium,acidity regulator,"Potassium is the chemical element with the symbol K (from Neo-Latin kalium) and atomic number 19. It is a silvery white metal that is soft enough to easily cut with a knife. Potassium metal reacts rapidly with atmospheric oxygen to form flaky white potassium peroxide in only seconds of exposure. It was first isolated from potash, the ashes of plants, from which its name derives. In the periodic table, potassium is one of the alkali metals, all of which have a single valence electron in the outer electron shell, which is easily removed to create an ion with a positive charge (which combines with anions to form salts). In nature, potassium occurs only in ionic salts. Elemental potassium reacts vigorously with water, generating sufficient heat to ignite hydrogen emitted in the reaction, and burning with a lilac-colored flame. It is found dissolved in seawater (which is 0.04% potassium by weight), and occurs in many minerals such as orthoclase, a common constituent of granites and other igneous rocks.Potassium is chemically very similar to sodium, the previous element in group 1 of the periodic table. They have a similar first ionization energy, which allows for each atom to give up its sole outer electron. It was suspected in 1702 that they were distinct elements that combine with the same anions to make similar salts, and this was proven in 1807 through using electrolysis. Naturally occurring potassium is composed of three isotopes, of which 40K is radioactive. Traces of 40K are found in all potassium, and it is the most common radioisotope in the human body.
Potassium ions are vital for the functioning of all living cells. The transfer of potassium ions across nerve cell membranes is necessary for normal nerve transmission; potassium deficiency and excess can each result in numerous signs and symptoms, including an abnormal heart rhythm and various electrocardiographic abnormalities. Fresh fruits and vegetables are good dietary sources of potassium. The body responds to the influx of dietary potassium, which raises serum potassium levels, by shifting potassium from outside to inside cells and increasing potassium excretion by the kidneys.
Most industrial applications of potassium exploit the high solubility of its compounds in water, such as saltwater soap. Heavy crop production rapidly depletes the soil of potassium, and this can be remedied with agricultural fertilizers containing potassium, accounting for 95% of global potassium chemical production.

",Approved in the EU
E333,Calcium,"acidity regulator, firming agent, sequestrant","Calcium is a chemical element with the symbol Ca and atomic number 20. As an alkaline earth metal, calcium is a reactive metal that forms a dark oxide-nitride layer when exposed to air. Its physical and chemical properties are most similar to its heavier homologues strontium and barium. It is the fifth most abundant element in Earth's crust, and the third most abundant metal, after iron and aluminium. The most common calcium compound on Earth is calcium carbonate, found in limestone and the fossilised remnants of early sea life; gypsum, anhydrite, fluorite, and apatite are also sources of calcium. The name derives from Latin calx ""lime"", which was obtained from heating limestone.
Some calcium compounds were known to the ancients, though their chemistry was unknown until the seventeenth century. Pure calcium was isolated in 1808 via electrolysis of its oxide by Humphry Davy, who named the element. Calcium compounds are widely used in many industries: in foods and pharmaceuticals for calcium supplementation, in the paper industry as bleaches, as components in cement and electrical insulators, and in the manufacture of soaps. On the other hand, the metal in pure form has few applications due to its high reactivity; still, in small quantities it is often used as an alloying component in steelmaking, and sometimes, as a calcium–lead alloy, in making automotive batteries.
Calcium is the most abundant metal and the fifth-most abundant element in the human body. As electrolytes, calcium ions (Ca2+) play a vital role in the physiological and biochemical processes of organisms and cells: in signal transduction pathways where they act as a second messenger; in neurotransmitter release from neurons; in contraction of all muscle cell types; as cofactors in many enzymes; and in fertilization. Calcium ions outside cells are important for maintaining the potential difference across excitable cell membranes, protein synthesis, and bone formation.

",Approved in the EU
E334,Tartaric acid,(acid),"Tartaric acid is a white, crystalline organic acid that occurs naturally in many fruits, most notably in grapes, but also in  bananas, tamarinds, and citrus. Its salt, potassium bitartrate, commonly known as cream of tartar, develops naturally in the process of fermentation. It is commonly mixed with sodium bicarbonate and is sold as baking powder used as a leavening agent in food preparation.  The acid itself is added to foods as an antioxidant E334 and to impart its distinctive sour taste. Naturally occurring tartaric acid is a useful raw material in organic chemical synthesis. Tartaric acid, an alpha-hydroxy-carboxylic acid, is diprotic and aldaric in acid characteristics, and is a dihydroxyl derivative of succinic acid.

",Approved in the EU
E335,Sodium tartrates,acidity regulator,"Sodium tartrate (Na2C4H4O6) is a salt used as an emulsifier and a binding agent in food products such as jellies, margarine, and sausage casings.  As a food additive, it is known by the E number E335.
Because its crystal structure captures a very precise amount of water, it is also a common primary standard for Karl Fischer titration, a common technique to assay water content.

",Approved in the EU
E336,Potassium,acidity regulator,"Potassium is the chemical element with the symbol K (from Neo-Latin kalium) and atomic number 19. It is a silvery white metal that is soft enough to easily cut with a knife. Potassium metal reacts rapidly with atmospheric oxygen to form flaky white potassium peroxide in only seconds of exposure. It was first isolated from potash, the ashes of plants, from which its name derives. In the periodic table, potassium is one of the alkali metals, all of which have a single valence electron in the outer electron shell, which is easily removed to create an ion with a positive charge (which combines with anions to form salts). In nature, potassium occurs only in ionic salts. Elemental potassium reacts vigorously with water, generating sufficient heat to ignite hydrogen emitted in the reaction, and burning with a lilac-colored flame. It is found dissolved in seawater (which is 0.04% potassium by weight), and occurs in many minerals such as orthoclase, a common constituent of granites and other igneous rocks.Potassium is chemically very similar to sodium, the previous element in group 1 of the periodic table. They have a similar first ionization energy, which allows for each atom to give up its sole outer electron. It was suspected in 1702 that they were distinct elements that combine with the same anions to make similar salts, and this was proven in 1807 through using electrolysis. Naturally occurring potassium is composed of three isotopes, of which 40K is radioactive. Traces of 40K are found in all potassium, and it is the most common radioisotope in the human body.
Potassium ions are vital for the functioning of all living cells. The transfer of potassium ions across nerve cell membranes is necessary for normal nerve transmission; potassium deficiency and excess can each result in numerous signs and symptoms, including an abnormal heart rhythm and various electrocardiographic abnormalities. Fresh fruits and vegetables are good dietary sources of potassium. The body responds to the influx of dietary potassium, which raises serum potassium levels, by shifting potassium from outside to inside cells and increasing potassium excretion by the kidneys.
Most industrial applications of potassium exploit the high solubility of its compounds in water, such as saltwater soap. Heavy crop production rapidly depletes the soil of potassium, and this can be remedied with agricultural fertilizers containing potassium, accounting for 95% of global potassium chemical production.

",Approved in the EU
E337,Sodium potassium tartrate,acidity regulator,"Potassium sodium tartrate tetrahydrate, also known as Rochelle salt, is a double salt of tartaric acid first prepared (in about 1675) by an apothecary, Pierre Seignette, of La Rochelle, France. Potassium sodium tartrate and monopotassium phosphate were the first materials discovered to exhibit piezoelectricity. This property led to its extensive use in ""crystal"" gramophone (phono) pick-ups, microphones and earpieces during the post-World War II consumer electronics boom of the mid-20th century. Such transducers had an exceptionally high output with typical pick-up cartridge outputs as much as 2 volts or more. Rochelle salt is deliquescent so any transducers based on the material deteriorated if stored in damp conditions.
It has been used medicinally as a laxative. It has also been used in the process of silvering mirrors. It is an ingredient of Fehling's solution (reagent for reducing sugars). It is used in electroplating, in electronics and piezoelectricity, and as a combustion accelerator in cigarette paper (similar to an oxidizer in pyrotechnics).In organic synthesis, it is used in aqueous workups to break up emulsions, particularly for reactions in which an aluminium-based hydride reagent was used. Sodium Potassium tartrate is also important in the food industry. It is a common precipitant in protein crystallography and is also an ingredient in the Biuret reagent which is used to measure protein concentration. This ingredient maintains cupric ions in solution at an alkaline pH.",Approved in the EU
E338,Phosphoric acid,acid,No Information Available,Approved in the EU
E339,Sodium phosphates,antioxidant,"A sodium phosphate is a generic variety of salts of sodium (Na+) and phosphate (PO43−). Phosphate also forms families or condensed anions including di-, tri-, tetra-, and polyphosphates. Most of these salts are known in both anhydrous (water-free) and hydrated forms. The hydrates are more common than the anhydrous forms.

",Approved in the EU
E340,Potassium,antioxidant,"Potassium is the chemical element with the symbol K (from Neo-Latin kalium) and atomic number 19. It is a silvery white metal that is soft enough to easily cut with a knife. Potassium metal reacts rapidly with atmospheric oxygen to form flaky white potassium peroxide in only seconds of exposure. It was first isolated from potash, the ashes of plants, from which its name derives. In the periodic table, potassium is one of the alkali metals, all of which have a single valence electron in the outer electron shell, which is easily removed to create an ion with a positive charge (which combines with anions to form salts). In nature, potassium occurs only in ionic salts. Elemental potassium reacts vigorously with water, generating sufficient heat to ignite hydrogen emitted in the reaction, and burning with a lilac-colored flame. It is found dissolved in seawater (which is 0.04% potassium by weight), and occurs in many minerals such as orthoclase, a common constituent of granites and other igneous rocks.Potassium is chemically very similar to sodium, the previous element in group 1 of the periodic table. They have a similar first ionization energy, which allows for each atom to give up its sole outer electron. It was suspected in 1702 that they were distinct elements that combine with the same anions to make similar salts, and this was proven in 1807 through using electrolysis. Naturally occurring potassium is composed of three isotopes, of which 40K is radioactive. Traces of 40K are found in all potassium, and it is the most common radioisotope in the human body.
Potassium ions are vital for the functioning of all living cells. The transfer of potassium ions across nerve cell membranes is necessary for normal nerve transmission; potassium deficiency and excess can each result in numerous signs and symptoms, including an abnormal heart rhythm and various electrocardiographic abnormalities. Fresh fruits and vegetables are good dietary sources of potassium. The body responds to the influx of dietary potassium, which raises serum potassium levels, by shifting potassium from outside to inside cells and increasing potassium excretion by the kidneys.
Most industrial applications of potassium exploit the high solubility of its compounds in water, such as saltwater soap. Heavy crop production rapidly depletes the soil of potassium, and this can be remedied with agricultural fertilizers containing potassium, accounting for 95% of global potassium chemical production.

",Approved in the EU
E341,Calcium phosphates,"anti-caking agent, firming agent","The term calcium phosphate refers to a family of materials and minerals containing calcium ions (Ca2+) together with inorganic phosphate anions. Some so-called calcium phosphates contain oxide and hydroxide as well. Calcium phosphates are white solids of nutritional value and are found in many living organisms, e.g., bone mineral and tooth enamel. In milk, it exists in a colloidal form in micelles bound to casein protein with magnesium, zinc, and citrate–collectively referred to as colloidal calcium phosphate (CCP). Various calcium phosphate minerals are used in the production of phosphoric acid and fertilizers. Overuse of certain forms of calcium phosphate can lead to nutrient-containing surface runoff and subsequent adverse effects upon receiving waters such as algal blooms and eutrophication (over-enrichment with nutrients and minerals).

",Approved in the EU
E342,Ammonium phosphates,Not Available,"Ammonium phosphate is the inorganic compound with the formula (NH4)3PO4. It is the ammonium salt of orthophosphoric acid. A related ""double salt"", (NH4)3PO4.(NH4)2HPO4 is also recognized but is impractical to use. Both triammonium salts evolve ammonia. In contrast to the unstable nature of the triammonium salts, the diammonium phosphate (NH4)2HPO4 and monoammonium salt (NH4)H2PO4 are stable materials that are commonly used as fertilizers to provide plants with fixed nitrogen and phosphorus.",No Status Available
E343,Magnesium phosphates,anti-caking agent,"Magnesium phosphate is a general term for salts of magnesium  and phosphate appearing in several forms and several hydrates:
Monomagnesium phosphate (Mg(H2PO4)2).xH2O
Dimagnesium phosphate (MgHPO4).xH2O
Trimagnesium phosphate (Mg3(PO4)2).xH2OAmorphous magnesium phosphate is also claimed.",Approved in the EU
E344,Lecithin citrate,acidity regulator,Lecithin citrate is a food additive used as a preservative. Its E number is 344. It is not approved for use in the UK.,Not approved in the UK[26]
E345,Magnesium citrate,acidity regulator,"Magnesium nitrate refers to inorganic compounds  with the formula Mg(NO3)2(H2O)x, where x = 6, 2, and 0.  All are white solids.  The anhydrous material is hygroscopic, quickly forming the hexahydrate upon standing in air. All of the salts are very soluble in both water and ethanol.",No Status Available
E349,Ammonium malate,acidity regulator,"Ammonium malate refers to organic compounds containing malate and ammonium.  Two stoichiometries are discussed: NH4H(C2H3OH(CO2)2) with one ammonium ion per formula unit, and (NH4)2(C2H3OH(CO2)2).  Malate, the conjugate base of malic acid, is chiral.  Consequently a variety of salts are possible, R vs S vs racemic.  The monoammonium salt has been crystallized as the monohydrate.As a food additive, diammonium malate has been used as flavoring agent and as an acidity regulator. It has the E number E349.",No Status Available
E350,Sodium,acidity regulator,"Sodium is a chemical element with the symbol Na (from Latin natrium) and atomic number 11. It is a soft, silvery-white, highly reactive metal. Sodium is an alkali metal, being in group 1 of the periodic table. Its only stable isotope is 23Na. The free metal does not occur in nature and must be prepared from compounds. Sodium is the sixth most abundant element in the Earth's crust and exists in numerous minerals such as feldspars, sodalite, and halite (NaCl). Many salts of sodium are highly water-soluble: sodium ions have been leached by the action of water from the Earth's minerals over eons, and thus sodium and chlorine are the most common dissolved elements by weight in the oceans.
Sodium was first isolated by Humphry Davy in 1807 by the electrolysis of sodium hydroxide. Among many other useful sodium compounds, sodium hydroxide (lye) is used in soap manufacture, and sodium chloride (edible salt) is a de-icing agent and a nutrient for animals including humans.
Sodium is an essential element for all animals and some plants. Sodium ions are the major cation in the extracellular fluid (ECF) and as such are the major contributor to the ECF osmotic pressure and ECF compartment volume. Loss of water from the ECF compartment increases the sodium concentration, a condition called hypernatremia. Isotonic loss of water and sodium from the ECF compartment decreases the size of that compartment in a condition called ECF hypovolemia.
By means of the sodium-potassium pump, living human cells pump three sodium ions out of the cell in exchange for two potassium ions pumped in; comparing ion concentrations across the cell membrane, inside to outside, potassium measures about 40:1, and sodium, about 1:10. In nerve cells, the electrical charge across the cell membrane enables transmission of the nerve impulse—an action potential—when the charge is dissipated; sodium plays a key role in that activity.

",Approved in the EU
E351,Potassium malate,acidity regulator,"Potassium malate is a compound with formula K2(C2H4O(COO)2). It is the potassium salt of malic acid.
As a food additive, it has the E number E351. It is used as acidity regulator or acidifier for use in, for example, canned vegetables, soups, sauces, fruit products, and soft drinks. It also acts as an antioxidant and a food flavoring agent. It is an important compound in the transport of nitrate from the roots of a plant to the leaves of the plant. Potassium malate is the salt that transports from the leaves to the root. At the root, the potassium malate oxidizes to potassium carbonate, then is converted to potassium nitrate by soil nitrate and transported back to the leaves.",Approved in the EU
