Code,Name,Purpose,content,status
E417,Tara gum,stabiliser,"A targum (Imperial Aramaic: תרגום 'interpretation, translation, version') was an originally spoken translation of the Hebrew Bible (also called the Tanakh) that a professional translator (מְתוּרגְמָן mǝturgǝmān) would give in the common language of the listeners when that was not Hebrew. This had become necessary near the end of the first century BC, as the common language was Aramaic and Hebrew was used for little more than schooling and worship. The translator frequently expanded his translation with paraphrases, explanations and examples, so it became a kind of sermon.
Writing down the targum was initially prohibited; nevertheless, some targumitic writings appeared as early as the middle of the first century AD. They were not then recognized as authoritative by the religious leaders. Some subsequent Jewish traditions (beginning with the Babylonian Jews) accepted the written targumim as authoritative translations of the Hebrew scriptures into Aramaic. Today, the common meaning of targum is a written Aramaic translation of the Bible. Only Yemenite Jews continue to use the targumim liturgically.
As translations, the targumim largely reflect midrashic interpretation of the Tanakh from the time they were written and are notable for favoring allegorical readings over anthropomorphisms. (Maimonides, for one, notes this often in The Guide for the Perplexed.) That is true both for those targums that are fairly literal as well as for those that contain many midrashic expansions. In 1541, Elia Levita wrote and published the Sefer Meturgeman, explaining all the Aramaic words found in the Targum.Targumim are used today as sources in text-critical editions of the Bible (Biblia Hebraica Stuttgartensia refers to them with the abbreviation 𝔗).",Approved in the EU
E418,Gellan gum,emulsifier,"Gellan gum is a water-soluble anionic polysaccharide produced by the bacterium Sphingomonas elodea (formerly Pseudomonas elodea based on the taxonomic classification at the time of its discovery). The gellan-producing bacterium was discovered and isolated by the former Kelco Division of Merck & Company, Inc. in 1978 from the lily plant tissue from a natural pond in Pennsylvania. It was initially identified as a substitute gelling agent at significantly lower use level to replace agar in solid culture media for the growth of various microorganisms. Its initial commercial product with the trademark as Gelrite gellan gum, was subsequently identified as a suitable agar substitute as gelling agent in various clinical bacteriological media.",Approved in the EU
E419,Gum ghatti,emulsifier,"Anogeissus latifolia is a species of small to medium-sized tree native to the India, Nepal, Myanmar, and Sri Lanka. Its common names are axlewood (English), bakli, baajhi, dhau, dhawa, dhawra, or dhaora (Hindi), takhian-nu (Thai), and raam (Vietnamese).

It is one of the most useful trees in India. Its leaves contain large amounts of gallotannins, and are used in India for tanning and firewood. The tree is the source of Indian gum, also known as ghatti gum, which is used for calico printing among other uses. The leaves are also fed on by the Antheraea paphia moth which produces the tassar silk (Tussah), a form of wild silk of commercial importance.",No Status Available
E420,Sorbitol,humectant,"Sorbitol (), less commonly known as glucitol (), is a sugar alcohol with a sweet taste which the human body metabolizes slowly. It can be obtained by reduction of glucose, which changes the converted aldehyde group (−CHO) to a primary alcohol group (−CH2OH). Most sorbitol is made from potato starch, but it is also found in nature, for example in apples, pears, peaches, and prunes. It is converted to fructose by sorbitol-6-phosphate 2-dehydrogenase. Sorbitol is an isomer of mannitol, another sugar alcohol; the two differ only in the orientation of the hydroxyl group on carbon 2. While similar, the two sugar alcohols have very different sources in nature, melting points, and uses.
As an over-the-counter drug, sorbitol is used as a laxative to treat constipation.

",Approved in the EU
E421,Mannitol,sweetener,"Mannitol is a type of sugar alcohol used as a sweetener and medication. It is used as a low calorie sweetener as it is poorly absorbed by the intestines. As a medication, it is used to decrease pressure in the eyes, as in glaucoma, and to lower increased intracranial pressure. Medically, it is given by injection or inhalation. Effects typically begin within 15 minutes and last up to 8 hours.Common side effects from medical use include electrolyte problems and dehydration. Other serious side effects may include worsening heart failure and kidney problems. It is unclear if use is safe in pregnancy. Mannitol is in the osmotic diuretic family of medications and works by pulling fluid from the brain and eyes.The discovery of mannitol is attributed to Joseph Louis Proust in 1806. It is on the World Health Organization's List of Essential Medicines. It was originally made from the flowering ash and called manna due to its supposed resemblance to the Biblical food. Mannitol is on the World Anti-Doping Agency's banned drug list due to concerns that it may mask other drugs.",Approved in the EU
E422,Glycerol,sweetener,"A diol is a chemical compound containing two hydroxyl groups (−OH groups).  An aliphatic diol is also called a glycol. This pairing of functional groups is pervasive, and many subcategories have been identified.
The most common industrial diol is ethylene glycol. Examples of diols in which the hydroxyl functional groups are more widely separated include 1,4-butanediol HO−(CH2)4−OH and propylene-1,3-diol, or beta propylene glycol, HO−CH2−CH2−CH2−OH.",Approved in the EU
E424,Curdlan,gelling agent,"Curdlan is a water-insoluble linear beta-1,3-glucan, a high-molecular-weight polymer of glucose. Curdlan consists of β-(1,3)-linked glucose residues and forms elastic gels upon heating in aqueous suspension. It was reported to be produced by Alcaligenes faecalis  var. myxogenes. Subsequently, the taxonomy of this non-pathogenic curdlan-producing bacterium has been reclassified as Agrobacterium species.Extracellular and capsular polysaccharides are produced by a variety of pathogenic and soil-dwelling bacteria. Curdlan is a neutral β-(1,3)-glucan, perhaps with a few intra- or interchain 1,6-linkages, produced as an exopolysaccharide by soil bacteria of the family Rhizobiaceae. Four genes required for curdlan production have been identified in Agrobacterium sp. ATCC31749, which produces curdlan in extraordinary amounts, and Agrobacterium tumefaciens. A putative operon contains crdS (Q9X2V0, family GT2, Pfam PF13632), encoding β-(1,3)-glucan synthase catalytic subunit, flanked by two additional genes. A separate locus contains a putative regulatory gene, crdR. A membrane-bound phosphatidylserine synthase, encoded by pssAG, is also necessary for maximal production of curdlan of high molecular mass. Nitrogen starvation upregulates the curdlan operon and increases the rate of curdlan synthesis.Curdlan has numerous applications as a gelling agent in the food, construction, and pharmaceutical industries and has been approved as a food additive by the U. S. Food and Drug Administration. Its use is being evaluated in fat replacement studies in foodstuffs such as sausages, meat patties and other meat products",No Status Available
E425,Konjac,emulsifier,"Konya (Turkish pronunciation: [ˈkoɲ.ja]) is a major city in central Turkey, on the southwestern edge of the Central Anatolian Plateau, and is the capital of Konya Province. During antiquity and into Seljuk times it was known as Iconium (Greek: Ἰκόνιον).  In 19th-century accounts of the city in English its name is usually spelt Konia or Koniah. In the late medieval period, Konya was the capital of the Seljuk Turks' Sultanate of Rum, from where they ruled over Anatolia.
As of 2021, the population of the Metropolitan Province was 2,277,017, making it the sixth most populous city in Turkey, and second most populous of the Central Anatolia Region, after Ankara. Of this, 1,390,051 lived in the three urban districts of Meram, Selçuklu and Karatay. Konya is served by TCDD high-speed train (YHT) services from Istanbul and Ankara. The local airport (Konya Havalimanı, KYA) is served by flights from Istanbul.

",Approved in the EU
E426,Soybean hemicellulose,Not Available,No Information Available,Approved in the EU
E427,Cassia gum,Not Available,"Cassia gum is the flour and food additives made from the endosperms of the seeds of Senna obtusifolia and Senna tora (also called Cassia obtusifolia or Cassia tora). It is composed of at least 75% polysaccharide, primarily galactomannan with a mannose:galactose ratio of 5:1, resulting in a high molecular mass of 200,000-300,000 Da.

",Approved in 2010[27]
E429,Peptones,Not Available,"Peptides are short chains of amino acids linked by peptide bonds. A polypeptide is a longer, continuous, unbranched peptide chain. Polypeptides which have a molecular mass of 10,000 Da or more are called proteins. Chains of fewer than twenty amino acids are called oligopeptides, and include dipeptides, tripeptides, and tetrapeptides.
Peptides fall under the broad chemical classes of biological polymers and oligomers, alongside nucleic acids, oligosaccharides, polysaccharides, and others.
Proteins consist of one or more polypeptides arranged in a biologically functional way, often bound to ligands such as coenzymes and cofactors, to another protein or other macromolecule such as DNA or RNA, or to complex macromolecular assemblies.Amino acids that have been incorporated into peptides are termed residues. A water molecule is released during formation of each amide bond. All peptides except cyclic peptides have an N-terminal (amine group) and C-terminal (carboxyl group) residue at the end of the peptide (as shown for the tetrapeptide in the image).

",No Status Available
E430,Polyoxyethene (8) stearate,stabiliser,No Information Available,No Status Available
E431,Polyoxyethene (40) stearate,emulsifier,No Information Available,Approved in the EU
E432,Polyoxyethene (20) sorbitan monolaurate,emulsifier,No Information Available,Approved in the EU
E433,Polyoxyethene (20) sorbitan monooleate,emulsifier,No Information Available,Approved in the EU
E434,Polyoxyethene (20) sorbitan monopalmitate,emulsifier,No Information Available,Approved in the EU
E435,Polyoxyethene (20) sorbitan monostearate,emulsifier,No Information Available,Approved in the EU
E436,Polyoxyethene (20) sorbitan tristearate,emulsifier,No Information Available,Approved in the EU
E440,Pectins,emulsifier,"Lectins are carbohydrate-binding proteins that are highly specific for sugar groups that are part of other molecules, so cause agglutination of particular cells or precipitation of glycoconjugates and polysaccharides. Lectins have a role in recognition at the cellular and molecular level and play numerous roles in biological recognition phenomena involving cells, carbohydrates, and proteins. Lectins also mediate attachment and binding of bacteria, viruses, and fungi to their intended targets.
Lectins are found in many foods. Some foods, such as beans and grains, need to be cooked, fermented or sprouted to reduce lectin content. Some lectins are beneficial, such as CLEC11A, which promotes bone growth, while others may be powerful toxins such as   ricin.Lectins may be disabled by specific mono- and oligosaccharides, which bind to ingested lectins from grains, legumes, nightshade plants, and dairy; binding can prevent their attachment to the carbohydrates within the cell membrane. The selectivity of lectins means that they are useful for analyzing blood type, and they have been researched for potential use in genetically engineered crops to transfer pest resistance.

",Approved in the EU
E441,Gelatine,gelling agent,"Gelatin or gelatine (from Latin: gelatus 'stiff' or 'frozen') is a translucent, colorless, flavorless food ingredient, commonly derived from collagen taken from animal body parts. It is brittle when dry and rubbery when moist. It may also be referred to as hydrolyzed collagen, collagen hydrolysate, gelatine hydrolysate, hydrolyzed gelatine, and collagen peptides after it has undergone hydrolysis. It is commonly used as a gelling agent in food, beverages, medications, drug or vitamin capsules, photographic films, papers, and cosmetics.
Substances containing gelatin or functioning in a similar way are called gelatinous substances. Gelatin is an irreversibly hydrolyzed form of collagen, wherein the hydrolysis reduces protein fibrils into smaller peptides; depending on the physical and chemical methods of denaturation, the molecular weight of the peptides falls within a broad range. Gelatin is present in gelatin desserts, most gummy candy and marshmallows,  ice creams, dips, and yogurts. Gelatin for cooking comes as powder, granules, and sheets. Instant types can be added to the food as they are; others must soak in water beforehand.",No Status Available
E442,Ammonium phosphatides,emulsifier,The mix of ammonium salts of phosphorylated glycerides can be either made synthetically or from mixture of glycerol and partially hardened plant (most often used: rapeseed oil) oils.,Approved in the EU
E443,Brominated vegetable oil,emulsifier,"Brominated vegetable oil (BVO) is a complex mixture of plant-derived triglycerides that have been reacted to contain atoms of the element bromine bonded to the molecules. Brominated vegetable oil is used primarily to help emulsify citrus-flavored soft drinks, preventing them from separating during distribution. Brominated vegetable oil has been used by the soft drink industry since 1931, generally at a level of about 8 ppm.Careful control of the type of oil used allows bromination of it to produce BVO with a specific density of 1.33 g/mL, which is noticeably greater than that of water (1 g/mL). As a result, it can be mixed with less-dense flavoring agents such as citrus flavor oil to produce a resulting oil, the density of which matches that of water or other products. The droplets containing BVO remain suspended in the water rather than separating and floating at the surface.Alternative food additives used for the same purpose include sucrose acetate isobutyrate (SAIB, E444) and glycerol ester of wood rosin (ester gum, E445).",No Status Available
E444,Sucrose acetate isobutyrate,emulsifier,"Sucrose acetoisobutyrate (SAIB) is an emulsifier and has E number E444. In the United States, SAIB is categorized as generally recognized as safe (GRAS) as a food additive in cocktail mixers, beer, malt beverages, or wine coolers and is a potential replacement for brominated vegetable oil.

",No Status Available
E445,Glycerol esters of wood rosins,emulsifier,"Glycerol ester of wood rosin (or gum rosin), also known as glyceryl abietate or ester gum, is an oil-soluble food additive (E number E445). The food-grade material is used in foods, beverages, and cosmetics to keep oils in suspension in water, and its name may be shortened in the ingredient list as glycerol ester of rosin. It is also used as an ingredient in the production of chewing gum and ice cream. 
To make the glycerol ester of wood rosin, refined wood rosin is reacted with glycerin to produce the glycerol ester.
Glycerol ester of wood rosin is an alternative to brominated vegetable oil in citrus oil-flavored soft drinks. In some cases, both ingredients are used together.

",Approved in the EU
E446,Succistearin,Not Available,No Information Available,No Status Available
E450,Diphosphates,emulsifier,"In chemistry, pyrophosphates are  phosphorus oxyanions that contain two phosphorus atoms in a P–O–P linkage. A number of pyrophosphate salts exist, such as disodium pyrophosphate (Na2H2P2O7) and tetrasodium pyrophosphate (Na4P2O7), among others. Often pyrophosphates are called diphosphates.  The parent pyrophosphates are derived from partial or complete neutralization of pyrophosphoric acid. The pyrophosphate bond is also sometimes referred to as a phosphoanhydride bond, a naming convention which emphasizes the loss of water that occurs when two phosphates form a new P–O–P bond, and which mirrors the nomenclature for anhydrides of carboxylic acids. Pyrophosphates are found in ATP and other nucleotide triphosphates, which are important in biochemistry. The term pyrophosphate is also the name of esters formed by the condensation of a phosphorylated biological compound with inorganic phosphate, as for dimethylallyl pyrophosphate. This bond is also referred to as a high-energy phosphate bond.",Approved in the EU
E451,Triphosphates,emulsifier,"Adenosine triphosphate (ATP) is an organic compound that provides energy to drive and support many processes in living cells, such as muscle contraction, nerve impulse propagation, condensate dissolution, and chemical synthesis. Found in all known forms of life, ATP is often referred to as the ""molecular unit of currency"" of intracellular energy transfer.  When consumed in metabolic processes, it converts either to adenosine diphosphate (ADP) or to adenosine monophosphate (AMP). Other processes regenerate ATP. The human body recycles its own body weight equivalent in ATP each day.  It is also a precursor to DNA and RNA, and is used as a coenzyme.
From the perspective of biochemistry, ATP is classified as a nucleoside triphosphate, which indicates that it consists of three components: a nitrogenous base (adenine), the sugar ribose, and the triphosphate.",Approved in the EU
E452,Polyphosphates,emulsifier,No Information Available,Approved in the EU
E459,Beta-cyclodextrin,emulsifier,"Cyclodextrins  are a family of cyclic oligosaccharides, consisting of a macrocyclic ring of glucose subunits joined by α-1,4 glycosidic bonds. Cyclodextrins are produced from starch by enzymatic conversion.  They are used in food, pharmaceutical, drug delivery, and chemical industries, as well as agriculture and environmental engineering.Cyclodextrins are composed of 5 or more α-D-glucopyranoside units linked 1->4, as in amylose (a fragment of starch). Typical cyclodextrins contain a number of glucose monomers ranging from six to eight units in a ring, creating a cone shape:

α (alpha)-cyclodextrin: 6 glucose subunits
β (beta)-cyclodextrin: 7 glucose subunits
γ (gamma)-cyclodextrin: 8 glucose subunitsThe largest well-characterized cyclodextrin contains 32 1,4-anhydroglucopyranoside units. Poorly-characterized mixtures, containing at least 150-membered cyclic oligosaccharides are also known.

",Approved in the EU
E460,Cellulose,emulsifier,"Cellulose is an organic compound with the formula (C6H10O5)n, a polysaccharide consisting of a linear chain of several hundred to many thousands of β(1→4) linked D-glucose units. Cellulose is an important structural component of the primary cell wall of green plants, many forms of algae and the oomycetes. Some species of bacteria secrete it to form biofilms. Cellulose is the most abundant organic polymer on Earth. The cellulose content of cotton fiber is 90%, that of wood is 40–50%, and that of dried hemp is approximately 57%.Cellulose is mainly used to produce paperboard and paper. Smaller quantities are converted into a wide variety of derivative products such as cellophane and rayon. Conversion of cellulose from energy crops into biofuels such as cellulosic ethanol is under development as a renewable fuel source. Cellulose for industrial use is mainly obtained from wood pulp and cotton.Some animals, particularly ruminants and termites, can digest cellulose with the help of symbiotic micro-organisms that live in their guts, such as Trichonympha. In human nutrition, cellulose is a non-digestible constituent of insoluble dietary fiber, acting as a hydrophilic bulking agent for feces and potentially aiding in defecation.

",Approved in the EU
E461,Methyl cellulose,emulsifier,"Methyl cellulose (or methylcellulose) is a compound derived from cellulose. It is sold under a variety of trade names and is used as a thickener and emulsifier in various food and cosmetic products, and also as a bulk-forming laxative. Like cellulose, it is not digestible, non-toxic, and not an allergen.
In 2020, it was the 422nd most commonly prescribed medication in the United States, with more than 100 thousand prescriptions.

",Approved in the EU
E462,Ethyl cellulose,emulsifier,"Methyl cellulose (or methylcellulose) is a compound derived from cellulose. It is sold under a variety of trade names and is used as a thickener and emulsifier in various food and cosmetic products, and also as a bulk-forming laxative. Like cellulose, it is not digestible, non-toxic, and not an allergen.
In 2020, it was the 422nd most commonly prescribed medication in the United States, with more than 100 thousand prescriptions.

",Approved in the EU
E463,Hydroxypropyl cellulose,emulsifier,"Hydroxypropyl cellulose (HPC) is a derivative of cellulose with both water solubility and organic solubility.  It is used as an excipient, and topical ophthalmic protectant and lubricant.",Approved in the EU
E464,Hypromellose,emulsifier,"Hypromellose (INN), short for hydroxypropyl methylcellulose (HPMC), is a semisynthetic, inert, viscoelastic polymer used in eye drops, as well as an excipient and controlled-delivery component in oral medicaments, found in a variety of commercial products.As a food additive, hypromellose is an emulsifier, thickening and suspending agent, and an alternative to animal gelatin. Its Codex Alimentarius code (E number) is E464.

",Approved in the EU
E465,Ethyl methyl cellulose,emulsifier,"Ethyl methyl cellulose is a thickener, vegetable gum, foaming agent and emulsifier.  Its E number is E465.Chemically, it is a derivative of cellulose with ethyl and methyl groups attached by ether linkages.  It can be prepared by treatment of cellulose with dimethyl sulfate and ethyl chloride in the presence of an alkali.",Approved in the EU
E466,Carboxymethyl cellulose,emulsifier,"Carboxymethyl cellulose (CMC) or cellulose gum is a cellulose derivative with carboxymethyl groups (-CH2-COOH) bound to some of the hydroxyl groups of the glucopyranose monomers that make up the cellulose backbone. It is often used as its sodium salt, sodium carboxymethyl cellulose. It used to be marketed under the name Tylose, a registered trademark of SE Tylose.",Approved in the EU
E467,Ethyl hydroxyethyl cellulose,Not Available,"Cellulose is an organic compound with the formula (C6H10O5)n, a polysaccharide consisting of a linear chain of several hundred to many thousands of β(1→4) linked D-glucose units. Cellulose is an important structural component of the primary cell wall of green plants, many forms of algae and the oomycetes. Some species of bacteria secrete it to form biofilms. Cellulose is the most abundant organic polymer on Earth. The cellulose content of cotton fiber is 90%, that of wood is 40–50%, and that of dried hemp is approximately 57%.Cellulose is mainly used to produce paperboard and paper. Smaller quantities are converted into a wide variety of derivative products such as cellophane and rayon. Conversion of cellulose from energy crops into biofuels such as cellulosic ethanol is under development as a renewable fuel source. Cellulose for industrial use is mainly obtained from wood pulp and cotton.Some animals, particularly ruminants and termites, can digest cellulose with the help of symbiotic micro-organisms that live in their guts, such as Trichonympha. In human nutrition, cellulose is a non-digestible constituent of insoluble dietary fiber, acting as a hydrophilic bulking agent for feces and potentially aiding in defecation.

",No Status Available
E468,Crosslinked sodium carboxymethyl cellulose,emulsifier,"Sodium croscarmellose is an internally cross-linked sodium carboxymethylcellulose for use as a superdisintegrant in pharmaceutical formulations.E468 is the E number of crosslinked sodium carboxymethyl cellulose, used in food as an emulsifier.

",Approved in the EU
