Code,Name,Purpose,content,status
E907,Crystalline wax,glazing agent,"Hydrogenated poly-1-decene is a colourless glazing agent. It is ""a mixture of isoparaffinic molecules of known structure, prepared by hydrogenation of mixtures of tri-, tetra- penta- and hexa-1-decenes"". It was reviewed in 2001 by the Scientific Committee on Food of the DG Health. It was ""proposed as a substitute for white mineral oil. The food additive applications include those of glazing agent for confectionery and dried fruit, and processing aid uses as a lubricant and release agent, especially in bread baking using tins. It has been permitted for use in Finland, and a “Case of Need” has been accepted in the United
Kingdom."" The substance is a mix of inert saturated hydrocarbons, which are not easily metabolised.",No Status Available
E908,Rice bran wax,glazing agent,Rice bran wax is the vegetable wax extracted from the bran oil of rice (Oryza sativa).,No Status Available
E909,Spermaceti wax,glazing agent,"Spermaceti is a waxy substance found in the head cavities of the sperm whale (and, in smaller quantities, in the oils of other whales). Spermaceti is created in the spermaceti organ inside the whale's head. This organ may contain as much as 1,900 litres (500 US gal) of spermaceti. It has been extracted by whalers since the 17th century for human use in cosmetics, textiles, and candles. 
Theories for the spermaceti organ's biological function suggest that it may control buoyancy, act as a focusing apparatus for the whale's sense of echolocation, or possibly both. Concrete evidence supports both theories. The buoyancy theory holds that the sperm whale is capable of heating the spermaceti, lowering its density and thus allowing the whale to float; for the whale to sink again, it must take water into its blowhole, which cools the spermaceti into a denser solid. This claim has been called into question by recent research that indicates a lack of biological structures to support this heat exchange, and the fact that the change in density is too small to be meaningful until the organ grows to a huge size. Measurement of the proportion of wax esters retained by a harvested sperm whale accurately described the age and future life expectancy of a given individual. The level of wax esters in the spermaceti organ increases with the age of the whale - 38–51% in calves, 58–87% in adult females, and 71–94% in adult males.Spermaceti wax is extracted from sperm oil by crystallisation at 6 °C (43 °F), when treated by pressure and a chemical solution of caustic alkali. Spermaceti forms brilliant white crystals that are hard but oily to the touch, and are devoid of taste or smell, making it very useful as an ingredient in cosmetics, leatherworking, and lubricants. The substance was also used in making candles of a standard photometric value, in the dressing of fabrics, and as a pharmaceutical excipient, especially in cerates and ointments.
The whaling industry in the 17th and 18th centuries was developed to find, harvest, and refine the contents of the head of a sperm whale. The crews seeking spermaceti routinely left on three-year tours on several oceans. Cetaceous lamp oil was a commodity that created many maritime fortunes. The light produced by a single pure spermaceti source (candle) became the standard measurement of ""candlepower"" for another century. Candlepower, a photometric unit defined in the United Kingdom Act of Parliament Metropolitan Gas Act 1860 and adopted at the International Electrotechnical Conference of 1883, was based on the light produced by a pure spermaceti candle.",No Status Available
E910,Wax esters,glazing agent,"A wax ester (WE) is an ester of a fatty acid and a fatty alcohol.  Wax esters comprise the main components of three commercially important waxes: carnauba wax, candelilla wax, and beeswax.Wax esters are formed by combining one fatty acid with one fatty alcohol:

  
    
      
        
          RCOOH
          +
          
            R
            ′
          
          OH
          
            
              
                
                  
                    
                      ↽
                    
                    
                    
                    
                      −
                    
                  
                
              
              
                
                  
                    
                      −
                    
                    
                    
                    
                      ⇀
                    
                  
                
              
            
          
          
            RCOOR
            ′
          
          +
          
            H
            
              2
            
            
              
            
          
          O
        
      
    
    {\displaystyle {\ce {RCOOH + R'OH <=> RCOOR' + H2O}}}
  Some wax esters are saturated, and others contain unsaturated centers. Saturated wax esters have higher melting points and are more likely to be solid at room temperature. Unsaturated wax esters have a lower melting point and are more likely to be liquid at room temperature. Both fatty acids and fatty alcohols may be made of different carbon chain length. In the end, there are many different possible combinations of fatty acids and fatty alcohols and each combination will have a unique set of properties in terms of steric orientation and phase transition.
The chain lengths of fatty acids and fatty alcohols in naturally occurring wax esters vary. The fatty acids in wax esters derived from plants typically range from C12-C24, and the alcohols in plant waxes tend to be very long, typically C24-C34. The fatty acids and fatty alcohols of wax esters from different marine animals show major differences. Wax esters of sperm whales contain C12 fatty acids and C14 fatty acid and alcohols. Monounsaturated C18 is the dominant fatty acid of most fish wax esters, with the exception of roe wax esters, which have sizeable amounts of polyunsaturated fatty acids such as 20:5n-3, 22:5n-3 and 22:6n-3. The fatty acids of wax esters of certain zooplankton largely reflects the fatty acids of phytoplankton, and contain high amounts of C14 and C16, as well as 20:5n-3, 22:5n-3 and 22:6n-3 and monounsaturated C20 and C22 are the principal fatty alcohols.",No Status Available
E911,Methyl esters of fatty acids,glazing agent,"Fatty acid methyl esters (FAME) are a type of fatty acid ester that are derived by transesterification of fats with methanol.  The molecules in biodiesel are primarily FAME, usually obtained from vegetable oils by transesterification. They are used to produce detergents and biodiesel. FAME are typically produced by an alkali-catalyzed reaction between fats and methanol in the presence of base such as sodium hydroxide, sodium methoxide or potassium hydroxide. One of the reasons for FAME use in biodiesel instead of free fatty acids is to nullify any corrosion that free fatty acids would cause to the metals of engines, production facilities and so forth. Free fatty acids are only mildly acidic, but in time can cause cumulative corrosion unlike their esters. As an improved quality, FAMEs also usually have about 12-15 units higher cetane number than their unesterified counterparts.

",No Status Available
E912,Montanic acid,glazing agent,"Montanic acid is a saturated fatty acid isolated and detected mainly in montan wax. It also occurs in beeswax and Chinese wax. Montanic acid ethylene glycol esters and glycerol esters are used as protective layer on fruit skins and coating on foods.
 It is known as E number reference E912.",Approved in the EU
E913,Lanolin,glazing agent,"Lanolin (from Latin lāna 'wool', and oleum 'oil'), also called wool fat, wool yolk, wool wax, or wool grease, is a wax secreted by the sebaceous glands of wool-bearing animals. Lanolin used by humans comes from domestic sheep breeds that are raised specifically for their wool. Historically, many pharmacopoeias have referred to lanolin as wool fat (adeps lanae); however, as lanolin lacks glycerides (glycerol esters), it is not a true fat. Lanolin primarily consists of sterol esters instead. Lanolin's waterproofing property aids sheep in shedding water from their coats. Certain breeds of sheep produce large amounts of lanolin.
Lanolin's role in nature is to protect wool and skin from climate and the environment; it also plays a role in skin (integumental) hygiene. Lanolin and its derivatives are used in the protection, treatment, and beautification of human skin.",No Status Available
E914,Oxidized polyethylene wax,glazing agent,No Information Available,Approved in the EU
E915,colophony,glazing agent,"Rosin (), also called colophony or Greek pitch (Latin: pix graeca), is a solid form of resin obtained from pines and some other plants, mostly conifers, produced by heating fresh liquid resin to vaporize the volatile liquid terpene components. It is semi-transparent and varies in color from yellow to black. At room temperature rosin is brittle, but it melts at stove-top temperature. It chiefly consists of various resin acids, especially abietic acid. The term colophony comes from colophonia resina, Latin for ""resin from Colophon"" (Ancient Greek: Κολοφωνία ῥητίνη, romanized: Kolophōnía rhētínē), an ancient Ionic city. It is an FDA approved food additive.",No Status Available
E916,Calcium iodate,Not Available,"Calcium iodide (chemical formula CaI2) is the ionic compound of calcium and iodine. This colourless deliquescent solid is a salt that is highly soluble in water. Its properties are similar to those for related salts, such as calcium chloride. It is used in photography. It is also used in cat food as a source of iodine.",No Status Available
E917,Potassium iodate,Not Available,"Potassium iodide is a chemical compound, medication, and dietary supplement. It is a medication used for treating hyperthyroidism, in radiation emergencies, and for protecting the thyroid gland when certain types of radiopharmaceuticals are used. In the third world it is also used for treating skin sporotrichosis and phycomycosis. It is a supplement used by people with low dietary intake of iodine. It is administered orally.Common side effects include vomiting, diarrhea, abdominal pain, rash, and swelling of the salivary glands. Other side effects include allergic reactions, headache, goitre, and depression. While use during pregnancy may harm the baby, its use is still recommended in radiation emergencies. Potassium iodide has the chemical formula KI. Commercially it is made by mixing potassium hydroxide with iodine.Potassium iodide has been used medically since at least 1820. It is on the World Health Organization's List of Essential Medicines. Potassium iodide is available as a generic medication and over the counter. Potassium iodide is also used for the iodization of salt.

",No Status Available
E918,Nitrogen oxides,Not Available,"Nitrogen oxide may refer to a binary compound of oxygen and nitrogen, or a mixture of such compounds:",No Status Available
E919,Nitrosyl chloride,Not Available,"Nitrosyl chloride is the chemical compound with the formula NOCl. It is a yellow gas that is commonly encountered as a component of aqua regia, a mixture of 3 parts concentrated hydrochloric acid and 1 part of  concentrated nitric acid. It is a strong electrophile and oxidizing agent. It is sometimes called Tilden's reagent, after William A. Tilden, who was the first to produce it as a pure compound.

",No Status Available
E920,L-cysteine,improving agent,"Cysteine (symbol Cys or C; ) is a semiessential proteinogenic amino acid with the formula HOOC−CH(−NH2)−CH2−SH. The thiol side chain in cysteine often participates in enzymatic reactions as a nucleophile. Cysteine is chiral, only L-cysteine is found in nature.
The thiol is susceptible to oxidation to give the disulfide derivative cystine, which serves an important structural role in many proteins. In this case, the symbol Cyx is sometimes used. The deprotonated form can generally be described by the symbol Cym as well.When used as a food additive, cysteine has the E number E920.
Cysteine is encoded by the codons UGU and UGC.",Approved in the EU[30]
E921,L-cystine,improving agent,"Cysteine (symbol Cys or C; ) is a semiessential proteinogenic amino acid with the formula HOOC−CH(−NH2)−CH2−SH. The thiol side chain in cysteine often participates in enzymatic reactions as a nucleophile. Cysteine is chiral, only L-cysteine is found in nature.
The thiol is susceptible to oxidation to give the disulfide derivative cystine, which serves an important structural role in many proteins. In this case, the symbol Cyx is sometimes used. The deprotonated form can generally be described by the symbol Cym as well.When used as a food additive, cysteine has the E number E920.
Cysteine is encoded by the codons UGU and UGC.",No Status Available
E922,Potassium persulfate,improving agent,"Potassium persulfate is the inorganic compound with the formula K2S2O8. Also known as potassium peroxydisulfate, it is a white solid that is sparingly soluble in cold water, but dissolves better in warm water. This salt is a powerful oxidant, commonly used to initiate polymerizations.",No Status Available
E923,Ammonium persulfate,improving agent,"Ammonium persulfate (APS) is the inorganic compound with the formula (NH4)2S2O8. It is a colourless (white) salt that is highly soluble in water, much more so than the related potassium salt. It is a strong oxidizing agent that is used as a catalyst in polymer chemistry, as an etchant, and as a cleaning and bleaching agent.

",No Status Available
E924,Potassium bromate,improving agent,"Potassium bromide (KBr) is a salt, widely used as an anticonvulsant and a sedative in the late 19th and early 20th centuries, with over-the-counter use extending to 1975 in the US. Its action is due to the bromide ion (sodium bromide is equally effective). Potassium bromide is used as a veterinary drug, as an antiepileptic medication for dogs.
Under standard conditions, potassium bromide is a white crystalline powder. It is freely soluble in water; it is not soluble in acetonitrile. In a dilute aqueous solution, potassium bromide tastes sweet, at higher concentrations it tastes bitter, and tastes salty when the concentration is even higher. These effects are mainly due to the properties of the potassium ion—sodium bromide tastes salty at any concentration. In high concentration, potassium bromide strongly irritates the gastric mucous membrane, causing nausea and sometimes vomiting (a typical effect of all soluble potassium salts).

",Banned in the EU;[31] genotoxic carcinogen[32]
E924b,Calcium bromate,improving agent,"Calcium bromide is the name for compounds with the chemical formula CaBr2(H2O)x.  Individual compounds include the anhydrous material (x = 0), the hexahydrate (x = 6), and the rare dihydrate (x = 2). All are white powders that dissolve in water, and from these solutions crystallizes the hexahydrate. The hydrated form is mainly used in some drilling fluids.",No Status Available
E925,Chlorine,"preservative, bleach, improving agent","The term chloride refers either to a chloride ion (Cl−), which is a negatively charged chlorine atom, or a non-charged chlorine atom covalently bonded to the rest of the molecule by a single bond (−Cl). Many inorganic chlorides are salts.  Many organic compounds are chlorides. The pronunciation of the word ""chloride"" is .The chloride ion is an anion (negatively charged ion) with the charge Cl-. Chloride salts such as sodium chloride are often soluble in water. It is an essential electrolyte located in all body fluids responsible for maintaining acid/base balance, transmitting nerve impulses and regulating liquid flow in and out of cells. Other examples of ionic chlorides are calcium chloride CaCl2 and ammonium chloride [NH4]Cl.
The chloride is also a neutral chlorine atom covalently bonded by a single bond to the rest of the molecule. For example, methyl chloride CH3Cl is an organic compound with a covalent C−Cl bond in which the chlorine is not an anion. Other examples of covalent chlorides are carbon tetrachloride CCl4, sulfuryl chloride SO2Cl2 and monochloramine NH2Cl.

",No Status Available
E926,Chlorine dioxide,bleach,No Information Available,No Status Available
E927a,Azodicarbonamide,improving agent,"Azodicarbonamide, ADCA, ADA, or azo(bis)formamide, is a chemical compound with the molecular formula C2H4O2N4. It is a yellow to orange-red, odorless, crystalline powder. It is sometimes called a 'yoga mat' chemical because of its widespread use in foamed plastics. It was first described by John Bryden in 1959.

",identified as a Substance of Very High Concern in EU
E927b,Carbamide,improving agent,No Information Available,Approved in the EU
E928,Benzoyl peroxide,bleach,"Benzoyl peroxide is a chemical compound (specifically, an organic peroxide) with structural formula  (C6H5−C(=O)O−)2, often abbreviated as (BzO)2.  In terms of its structure, the molecule can be described as two benzoyl (C6H5−C(=O)−, Bz) groups connected by a peroxide (−O−O−).  It is a white granular  solid with a faint odour of benzaldehyde, poorly soluble in water but soluble in acetone, ethanol, and many other organic solvents. Benzoyl peroxide is an oxidizer, but it is principally used as in the production of polymers.Benzoyl peroxide is mainly used in production of plastics and for bleaching flour, hair, plastics and textiles, as well as for acne treatment.

",No Status Available
E929,Acetone peroxide,Not Available,"Acetone peroxide (  also called APEX and mother of Satan) is an organic peroxide and a primary explosive. It is produced by the reaction of acetone and hydrogen peroxide to yield a mixture of linear monomer and cyclic dimer, trimer, and tetramer forms. The dimer is known as  diacetone diperoxide (DADP). The trimer is known as triacetone triperoxide (TATP) or tri-cyclic acetone peroxide (TCAP). Acetone peroxide takes the form of a white crystalline powder with a distinctive bleach-like odor (when impure) or a fruit-like smell when pure, and can explode powerfully if subjected to heat, friction, static electricity, concentrated sulfuric acid, strong UV radiation or shock. Until about 2015, explosives detectors were not set to detect non-nitrogenous explosives, as most explosives used preceding 2015 were nitrogen-based. TATP, being nitrogen-free, has been used as the explosive of choice in several terrorist bomb attacks since 2001.

",No Status Available
E930,Calcium peroxide,bleach,"Calcium peroxide or calcium dioxide is the inorganic compound with the formula CaO2. It is the peroxide (O22−) salt of Ca2+. Commercial samples can be yellowish, but the pure compound is white. It is almost insoluble in water.

",No Status Available
E938,Argon,packaging gas,"Aragon ( ARR-ə-gən, US also  -⁠gon, -⁠gohn; Spanish and Aragonese: Aragón [aɾaˈɣon]; Catalan: Aragó [əɾəˈɣo]) is an autonomous community in Spain, coextensive with the medieval Kingdom of Aragon. In northeastern Spain, the Aragonese autonomous community comprises three provinces (from north to south): Huesca, Zaragoza, and Teruel. Its capital is Zaragoza. The current Statute of Autonomy declares Aragon a historic nationality of Spain.
Covering an area of 47720 km2 (18420 sq mi), the region's terrain ranges diversely from permanent glaciers to verdant valleys, rich pasture lands and orchards, through to the arid steppes of the central lowlands. Aragon is home to many rivers—most notably, the river Ebro, Spain's largest river in volume, which runs west–east across the entire region through the province of Zaragoza. It is also home to the highest mountains of the Pyrenees.
As of January 2021, the population of Aragon was 1326261, with slightly over half living in the capital city, Zaragoza. In 2020, the economy of Aragon generated a GDP of €34687 million, which represents 3.1% of Spain's national GDP, and is currently 6th in per capita production behind Madrid, Basque Country, Navarre, Catalonia and La Rioja.In addition to its three provinces, Aragon is subdivided into 33 comarcas or counties. All comarcas of Aragon have a rich geopolitical and cultural history from its pre-Roman, Celtic and Roman days, four centuries of Islamic rule as Marca Superior of Al-Andalus or kingdom (or taifa) of Saraqusta, as lands that once belonged to the Frankish Marca Hispanica, counties that later formed the Kingdom of Aragon, and eventually the Crown of Aragon.

",Approved in the EU
E939,Helium,packaging gas,"In ancient Greek religion and mythology, Helios (; Ancient Greek: Ἥλιος pronounced [hɛ̌ːlios], lit. 'Sun'; Homeric Greek: Ἠέλιος) is the god and personification of the Sun. His name is also Latinized as Helius, and he is often given the epithets Hyperion (""the one above"") and Phaethon (""the shining""). Helios is often depicted in art with a radiant crown and driving a horse-drawn chariot through the sky. He was a guardian of oaths and also the god of sight. Though Helios was a relatively minor deity in Classical Greece, his worship grew more prominent in late antiquity thanks to his identification with several major solar divinities of the Roman period, particularly Apollo and Sol. The Roman Emperor Julian made Helios the central divinity of his short-lived revival of traditional Roman religious practices in the 4th century AD.
Helios figures prominently in several works of Greek mythology, poetry, and literature, in which he is often described as the son of the Titans Hyperion and Theia and brother of the goddesses Selene (the Moon) and Eos (the Dawn). Helios' most notable role in Greek mythology is the story of his mortal son Phaethon who asked his father for a favour; Helios agreed, but then Phaethon asked for the privilege to drive his four-horse fiery chariot across the skies for a single day. Although Helios warned his son again and again against this choice, explaining to him the dangers of such a journey that no other god but him was capable to bring about, Phaethon was hard to deter, and thus Helios was forced to hand him the reins. As expected, the ride was disastrous and Zeus struck the youth with one of his lightning bolts to stop him from burning or freezing the earth beyond salvation. Other than this myth, Helios occasionally appears in myths of other characters, witnessing oaths or interacting with other gods and mortals.In the Homeric epics, his most notable role is the one he plays in the Odyssey, where Odysseus' men despite his warnings impiously kill and eat his sacred cattle the god kept at Thrinacia, his sacred island. Once informed of their misdeed, Helios in wrath asks Zeus to punish those who wronged him, and Zeus agreeing strikes their ship with a thunderbolt, killing everyone, except for Odysseus himself, the only one who had not harmed the god's cattle, and was allowed to live. After that, Helios troubles Odysseus no more in his journey.
Due to his position as the sun, he was believed to be an all-seeing witness, and thus was often invoked in oaths. He also played a significant part in ancient magic and spells. In art he is usually depicted as a beardless youth in a chiton holding a whip and driving his quadriga, accompanied by various other celestial gods such as Selene, Eos, or the stars. In ancient times he was worshipped in several places of ancient Greece, though his major cult centers were the island of Rhodes, of which he was patron god, Corinth and the greater Corinthia region. The Colossus of Rhodes, a gigantic statue of the god, adorned the port of Rhodes until it was destroyed in an earthquake, thereupon it was not built again.",Approved in the EU
E940,Dichlorodifluoromethane,packaging gas,"Dichlorodifluoromethane (R-12) is a colorless gas usually sold under the brand name Freon-12, and a chlorofluorocarbon halomethane (CFC) used as a refrigerant and aerosol spray propellant. In compliance with the Montreal Protocol, its manufacture was banned in developed countries (non-article 5 countries) in 1996, and in developing countries (Article 5 countries) in 2010 out of concerns about its damaging effect on the ozone layer. Its only allowed usage is as a  fire retardant in submarines and aircraft. It is soluble in many organic solvents. R-12 cylinders are colored white.","Banned in all countries, in compliance with the Montreal Protocol"
E941,Nitrogen,propellant,"Nitrogen is the chemical element with the symbol N and atomic number 7. Nitrogen is a nonmetal and the lightest member of group 15 of the periodic table, often called the pnictogens. It is a common element in the universe, estimated at seventh in total abundance in the Milky Way and the Solar System. At standard temperature and pressure, two atoms of the element bond to form N2, a colorless and odorless diatomic gas. N2 forms about 78% of Earth's atmosphere, making it the most abundant uncombined element in air. Because of the volatility of nitrogen compounds, nitrogen is relatively rare in the solid parts of the Earth.
It was discovered and isolated by Scottish physician Daniel Rutherford in 1772, (first publication). Carl Wilhelm Scheele and Henry Cavendish independently did so at about the same time. The name nitrogène was suggested by French chemist Jean-Antoine-Claude Chaptal in 1790 when it was found that nitrogen was present in nitric acid and nitrates. Antoine Lavoisier suggested instead the name azote, from the Ancient Greek: ἀζωτικός ""no life"", as it is an asphyxiant gas; this name is used in a number of languages, and appears in the English names of some nitrogen compounds such as hydrazine, azides and azo compounds.
Elemental nitrogen is usually produced from air by pressure swing adsorption technology. About 2/3 of commercially produced elemental nitrogen is used as an inert (oxygen-free) gas for commercial uses such as food packaging, and much of the rest is used as liquid nitrogen in cryogenic applications. Many industrially important compounds, such as ammonia, nitric acid, organic nitrates (propellants and explosives), and cyanides, contain nitrogen. The extremely strong triple bond in elemental nitrogen (N≡N), the second strongest bond in any diatomic molecule after carbon monoxide (CO), dominates nitrogen chemistry. This causes difficulty for both organisms and industry in converting N2 into useful compounds, but at the same time it means that burning, exploding, or decomposing nitrogen compounds to form nitrogen gas releases large amounts of often useful energy. Synthetically produced ammonia and nitrates are key industrial fertilisers, and fertiliser nitrates are key pollutants in the eutrophication of water systems.  Apart from its use in fertilisers and energy stores, nitrogen is a constituent of organic compounds as diverse as Kevlar used in high-strength fabric and cyanoacrylate used in superglue. 
Nitrogen occurs in all organisms, primarily in amino acids (and thus proteins), in the nucleic acids (DNA and RNA) and in the energy transfer molecule adenosine triphosphate. The human body contains about 3% nitrogen by mass, the fourth most abundant element in the body after oxygen, carbon, and hydrogen. The nitrogen cycle describes the movement of the element from the air, into the biosphere and organic compounds, then back into the atmosphere. Nitrogen is a constituent of every major pharmacological drug class, including antibiotics. Many drugs are mimics or prodrugs of natural nitrogen-containing signal molecules: for example, the organic nitrates nitroglycerin and nitroprusside control blood pressure by metabolizing into nitric oxide. Many notable nitrogen-containing drugs, such as the natural caffeine and morphine or the synthetic amphetamines, act on receptors of animal neurotransmitters.

",Approved in the EU
