Code,Name,Purpose,content,status
E232,Sodium orthophenyl phenol,acidity regulator,"Sodium orthophenyl phenol is a compound used as a disinfectant. It is the sodium salt of 2-phenylphenol.
As a food additive, it has E number E232.",Not approved in the EU
E233,Thiabendazole,acidity regulator,"Tiabendazole (INN, BAN), also known as thiabendazole (AAN, USAN) or TBZ and the trade names Mintezol, Tresaderm, and Arbotect, is a preservative, an antifungal agent, and an antiparasitic agent.",Not approved in the EU
E234,Nisin,acidity regulator,No Information Available,Approved in the EU
E235,"Natamycin, Pimaracin",acidity regulator,"Natamycin, also known as pimaricin, is an antifungal medication used to treat fungal infections around the eye. This includes infections of the eyelids, conjunctiva, and cornea. It is used as eyedrops. Natamycin is also used in the food industry as a preservative.Allergic reactions may occur. It is unclear if medical use during pregnancy or breastfeeding is safe. It is in the macrolide and polyene families of medications. It results in fungal death by altering the cell membrane.Natamycin was discovered in 1955 and approved for medical use in the United States in 1978. It is on the World Health Organization's List of Essential Medicines.  It is produced by fermentation of certain types of the bacterium Streptomyces.",Approved in the EU
E236,Formic acid,acidity regulator,No Information Available,No Status Available
E237,Sodium formate,acidity regulator,"Sodium formate, HCOONa, is the sodium salt of formic acid, HCOOH. It usually appears as a white deliquescent powder.

",No Status Available
E238,Calcium formate,acidity regulator,No Information Available,No Status Available
E239,Hexamine,acidity regulator,"Melamine   is an organic compound with the formula C3H6N6.  This white solid is a trimer of cyanamide, with a 1,3,5-triazine skeleton. Like cyanamide, it contains 67% nitrogen by mass, and its derivatives have fire-retardant properties due to its release of nitrogen gas when burned or charred. Melamine can be combined with formaldehyde and other agents to produce melamine resins. Such resins are characteristically durable thermosetting plastic used in high pressure decorative laminates such as Formica, melamine dinnerware including cooking utensils, plates, plastic products, laminate flooring, and dry erase boards. Melamine foam is used as insulation, soundproofing material and in polymeric cleaning products, such as Magic Eraser.
Melamine-formaldehyde resin tableware was evaluated by the Taiwan Consumers' Foundation to have 20,000 parts per billion of free melamine that could migrate out of the plastic into acidic foods if held at 160 °F for two hours, such as if food was kept heated in contact with it in an oven.Melamine was once illegally added to baby formula in China, in order to increase the apparent protein content. Ingestion of melamine may lead to reproductive damage, or bladder or kidney stones, and bladder cancer. It is also an irritant when inhaled or in contact with the skin or eyes. The United Nations' food standards body, the Codex Alimentarius Commission, has set the maximum amount of melamine allowed in powdered infant formula to 1 mg/kg and the amount of the chemical allowed in other foods and animal feed to 2.5 mg/kg. While not legally binding, the levels allow countries to ban importation of products with excessive levels of melamine.

",Approved in the EU
E240,Formaldehyde,acidity regulator,"Formaldehyde (  for-MAL-di-hide, US also   fər-) (systematic name methanal) is a naturally occurring organic compound with the formula CH2O and structure H−CHO. The pure compound is a pungent, colourless gas that polymerises spontaneously into paraformaldehyde (refer to section Forms below), hence it is stored as an aqueous solution (formalin), which is also used to store animal specimens. It is the simplest of the aldehydes (R−CHO) and one of the simplest of the carbohydrates. The common name of this substance comes from its similarity and relation to formic acid.
Formaldehyde is an important precursor to many other materials and chemical compounds. In 2006, the global production rate of formaldehyde was estimated at 12 million tons per year. It is mainly used in the production of industrial resins, e.g., for particle board and coatings.",No Status Available
E242,Dimethyl dicarbonate,acidity regulator,"Dimethyl dicarbonate (DMDC) is a colorless liquid and a pungent odor at high concentration at room temperature. It is primarily used as a beverage preservative, processing aid, or sterilant (INS No. 242) being highly active against typical beverage spoiling microorganisms like yeast, bacteria, or mould.",Approved in the EU
E249,Potassium nitrite,acidity regulator,"Potassium nitrate is a chemical compound with a sharp, salty, bitter taste and the chemical formula KNO3.  It is an ionic salt of potassium ions K+ and nitrate ions NO3−, and is therefore an alkali metal nitrate. It occurs in nature as a mineral, niter (or nitre in the UK). It is a source of nitrogen, and nitrogen was named after niter. Potassium nitrate is one of several nitrogen-containing compounds collectively referred to as saltpeter (or saltpetre in the UK).Major uses of potassium nitrate are in fertilizers, tree stump removal, rocket propellants and fireworks. It is one of the major constituents of gunpowder (black powder). In processed meats, potassium nitrate reacts with hemoglobin and myoglobin generating a red color.

",Approved in the EU
E250,Sodium nitrite,acidity regulator,"Sodium nitrate is the chemical compound with the formula NaNO3. This alkali metal nitrate salt is also known as Chile saltpeter (large deposits of which were historically mined in Chile) to distinguish it from ordinary saltpeter, potassium nitrate. The mineral form is also known as nitratine, nitratite or soda niter.
Sodium nitrate is a white deliquescent solid very soluble in water. It is a readily available source of the nitrate anion (NO3−), which is useful in several reactions carried out on industrial scales for the production of fertilizers, pyrotechnics, smoke bombs and other explosives, glass and pottery enamels, food preservatives (esp. meats), and solid rocket propellant. It has been mined extensively for these purposes.

",Approved in the EU
E251,Sodium nitrate,acidity regulator,"Sodium nitrate is the chemical compound with the formula NaNO3. This alkali metal nitrate salt is also known as Chile saltpeter (large deposits of which were historically mined in Chile) to distinguish it from ordinary saltpeter, potassium nitrate. The mineral form is also known as nitratine, nitratite or soda niter.
Sodium nitrate is a white deliquescent solid very soluble in water. It is a readily available source of the nitrate anion (NO3−), which is useful in several reactions carried out on industrial scales for the production of fertilizers, pyrotechnics, smoke bombs and other explosives, glass and pottery enamels, food preservatives (esp. meats), and solid rocket propellant. It has been mined extensively for these purposes.

",Approved in the EU
E252,Potassium nitrate,acidity regulator,"Potassium nitrate is a chemical compound with a sharp, salty, bitter taste and the chemical formula KNO3.  It is an ionic salt of potassium ions K+ and nitrate ions NO3−, and is therefore an alkali metal nitrate. It occurs in nature as a mineral, niter (or nitre in the UK). It is a source of nitrogen, and nitrogen was named after niter. Potassium nitrate is one of several nitrogen-containing compounds collectively referred to as saltpeter (or saltpetre in the UK).Major uses of potassium nitrate are in fertilizers, tree stump removal, rocket propellants and fireworks. It is one of the major constituents of gunpowder (black powder). In processed meats, potassium nitrate reacts with hemoglobin and myoglobin generating a red color.

",Approved in the EU
E260,Acetic acid,acidity regulator,No Information Available,Approved in the EU
E261,Potassium acetate,acidity regulator,"Potassium acetate (also called potassium ethanoate), (CH3COOK) is the potassium salt of acetic acid. It is a hygroscopic solid at room temperature.",Approved in the EU
E262,Sodium acetate,acidity regulator,"Sodium acetate, CH3COONa, also abbreviated NaOAc, is the sodium salt of acetic acid. This colorless deliquescent salt has a wide range of uses.",Approved in the EU
E263,Calcium acetate,acidity regulator,"Calcium acetate is a chemical compound which is a calcium salt of acetic acid. It has the formula Ca(C2H3O2)2. Its standard name is calcium acetate, while calcium ethanoate is the systematic name. An older name is acetate of lime.  The anhydrous form is very hygroscopic; therefore the monohydrate (Ca(CH3COO)2•H2O) is the common form.

",Approved in the EU
E264,Ammonium acetate,acidity regulator,"Ammonium acetate, also known as spirit of Mindererus in aqueous solution, is a chemical compound with the formula NH4CH3CO2. It is a white, hygroscopic solid and can be derived from the reaction of ammonia and acetic acid. It is available commercially.",Approved in Australia and New Zealand[23]
E265,Dehydroacetic acid,acidity regulator,"Dehydroacetic acid is an organic compound which has several industrial applications. The compound is classified as a pyrone derivative. It presents as an odorless, colorless to white crystalline powder, almost insoluble in water and moderately soluble in most organic solvents.",No Status Available
E266,Sodium dehydroacetate,acidity regulator,"Sodium dehydroacetate is a compound with the formula Na(CH3C5HO(O2)(CH3)CO). It is the sodium salt of dehydroacetic acid.
It has E number E266.",No Status Available
E270,Lactic acid,acidity regulator,No Information Available,Approved in the EU
E280,Propionic acid,acidity regulator,No Information Available,Approved in the EU
E281,Sodium propionate,acidity regulator,Sodium propanoate or sodium propionate is the sodium salt of propionic acid which has the chemical formula Na(C2H5COO). This white crystalline solid is deliquescent in moist air.,Approved in the EU
E282,Calcium propionate,acidity regulator,"Calcium propanoate or calcium propionate has the formula Ca(C2H5COO)2. It is the calcium salt of propanoic acid.

",Approved in the EU
E283,Potassium propionate,acidity regulator,Potassium propanoate or potassium propionate has formula K(C2H5COO). Its melting point is 410 °C. It is the potassium salt of propanoic acid.,Approved in the EU
E284,Boric acid,acidity regulator,No Information Available,Approved in the EU
E285,Sodium tetraborate (borax),acidity regulator,"Borax (also referred to as sodium borate, tincal () and tincar () is a salt (ionic compound), a hydrated or anhydrous borate of sodium, with the chemical formula Na2H20B4O17. It is a colorless crystalline solid, that dissolves in water to make a basic solution.
It is commonly available in powder or granular form and has many industrial and household uses, including as a pesticide, as a metal soldering flux, as a component of glass, enamel, and pottery glazes, for tanning of skins and hides, for artificial aging of wood, as a preservative against wood fungus, and as a pharmaceutic alkalizer. In chemical laboratories, it is used as a buffering agent.The terms tincal and tincar refer to native borax, historically mined from dry lake beds in various parts of Asia.",Approved in the EU
E290,Carbon dioxide,acidity regulator,"Carbon dioxide is a chemical compound with the chemical formula CO2. It is made up of molecules that each have one carbon atom covalently double bonded to two oxygen atoms. It is found in the gas state at room temperature, and as the source of available carbon in the carbon cycle, atmospheric CO2 is the primary carbon source for life on Earth. In the air, carbon dioxide is transparent to visible light but absorbs infrared radiation, acting as a greenhouse gas. Carbon dioxide is soluble in water and is found in groundwater, lakes, ice caps, and seawater. When carbon dioxide dissolves in water, it forms carbonate and mainly bicarbonate (HCO−3), which causes ocean acidification as atmospheric CO2 levels increase.It is a trace gas in Earth's atmosphere at 421 parts per million (ppm), or about 0.04% (as of May 2022) having risen from pre-industrial levels of 280 ppm or about 0.025%. Burning fossil fuels is the primary cause of these increased CO2 concentrations and also the primary cause of climate change.Its concentration in Earth's pre-industrial atmosphere since late in the Precambrian was regulated by organisms and geological phenomena. Plants, algae and cyanobacteria use energy from sunlight to synthesize carbohydrates from carbon dioxide and water in a process called photosynthesis, which produces oxygen as a waste product. In turn, oxygen is consumed and CO2 is released as waste by all aerobic organisms when they metabolize organic compounds to produce energy by respiration. CO2 is released from organic materials when they decay or combust, such as in forest fires. Since plants require CO2 for photosynthesis, and humans and animals depend on plants for food, CO2 is necessary for the survival of life on earth.
Carbon dioxide is 53% more dense than dry air, but is long lived and thoroughly mixes in the atmosphere. About half of excess CO2 emissions to the atmosphere are absorbed by land and ocean carbon sinks. These sinks can become saturated and are volatile, as decay and wildfires result in the CO2 being released back into the atmosphere. CO2 is eventually sequestered (stored for the long term) in rocks and organic deposits like coal, petroleum and natural gas. Sequestered CO2 is released into the atmosphere through burning fossil fuels or naturally by volcanoes, hot springs, geysers, and when carbonate rocks dissolve in water or react with acids.
CO2 is a versatile industrial material, used, for example, as an inert gas in welding and fire extinguishers, as a pressurizing gas in air guns and oil recovery, and as a supercritical fluid solvent in decaffeination of coffee and supercritical drying. It is a byproduct of fermentation of sugars in bread, beer and wine making, and is added to carbonated beverages like seltzer and beer for effervescence. It has a sharp and acidic odor and generates the taste of soda water in the mouth, but at normally encountered concentrations it is odorless.",Approved in the EU
E296,Malic acid,acidity regulator,No Information Available,Approved in the EU
E297,Fumaric acid,acidity regulator,"Fumaric acid is an organic compound with the formula HO2CCH=CHCO2H. A white solid, fumaric acid occurs widely in nature.  It has a fruit-like taste and has been used as a food additive. Its E number is E297. The salts and esters are known as fumarates.  Fumarate can also refer to the C4H2O2−4 ion (in solution). Fumaric acid is the trans isomer of butenedioic acid, while maleic acid is the cis isomer.

",Approved in the EU
